year,country,co2,yr_avg_temp_f,yr_avg_temp_c,yr_avg_temp_uncertainty
1932,ALGERIA,31,74.51045,23.61691666666667,0.8577500000000001
1932,ARGENTINA,3576,58.96205000000001,14.978916666666667,0.24016666666666664
1932,AUSTRALIA,5552,70.62740000000002,21.459666666666667,0.2533333333333333
1932,AUSTRIA,4141,43.26095,6.256083333333334,0.3579166666666666
1932,BARBADOS,1,80.00090000000002,26.66716666666667,0.38766666666666666
1932,BELGIUM,18483,49.3286,9.627,0.4231666666666667
1932,BRAZIL,1138,76.9508,24.97266666666667,0.33091666666666664
1932,BULGARIA,720,50.77429999999999,10.430166666666667,0.6181666666666668
1932,CANADA,19162,22.6895,-5.1724999999999985,0.4549166666666667
1932,CHILE,790,49.1462,9.525666666666668,0.3473333333333333
1932,COLOMBIA,22,76.3661,24.64783333333333,0.3050833333333333
1932,DENMARK,3665,2.5453999999999986,-16.363666666666667,1.3505000000000005
1932,ECUADOR,194,71.12075,21.73375,0.4305000000000001
1932,EGYPT,260,72.81499999999998,22.675,0.4795833333333334
1932,ESTONIA,4,42.329600000000006,5.738666666666667,0.37233333333333335
1932,FINLAND,825,36.4205,2.455833333333333,0.29508333333333336
1932,FRANCE,52346,54.85774999999999,12.69875,0.4928333333333334
1932,GERMANY,94792,47.03570000000001,8.353166666666667,0.30016666666666664
1932,GREECE,732,58.88839999999999,14.937999999999995,0.5005000000000001
1932,HUNGARY,2787,49.0181,9.4545,0.4929166666666666
1932,INDIA,10867,75.34145000000002,24.07858333333333,0.2470833333333333
1932,INDONESIA,4527,78.22505,25.68058333333333,0.3045
1932,IRAQ,102,70.79315,21.55175,0.5936666666666667
1932,IRELAND,1754,49.56275,9.757083333333332,0.4106666666666667
1932,ISRAEL,14,67.62904999999999,19.793916666666664,0.4020000000000001
1932,ITALY,7663,54.80494999999999,12.669416666666667,0.3815833333333334
1932,LATVIA,7,43.0751,6.152833333333333,0.3705
1932,LEBANON,3,64.04075,17.800416666666667,0.4283333333333334
1932,MEXICO,4420,69.05105000000002,20.583916666666667,0.2915
1932,MOROCCO,41,63.01085,17.228250000000006,0.5892499999999999
1932,MOZAMBIQUE,17,74.26820000000002,23.48233333333333,0.4404166666666667
1932,NETHERLANDS,11304,49.66970000000001,9.8165,0.3345
1932,NEW ZEALAND,966,50.020100000000006,10.011166666666668,0.481
1932,NIGERIA,185,80.3621,26.86783333333333,0.4271666666666667
1932,NORWAY,2359,33.48485,0.8249166666666664,0.4726666666666666
1932,PERU,1121,67.78295000000001,19.879416666666668,0.51675
1932,PHILIPPINES,24,79.17155000000002,26.20641666666666,0.3059166666666667
1932,POLAND,11457,46.1405,7.855833333333332,0.3948333333333333
1932,PORTUGAL,925,57.68584999999999,14.269916666666667,0.4380833333333333
1932,ROMANIA,7467,47.1128,8.395999999999999,0.6008333333333334
1932,SOUTH AFRICA,6402,63.7118,17.617666666666665,0.5081666666666668
1932,SPAIN,5781,55.70374999999999,13.16875,0.35266666666666663
1932,SWEDEN,5114,38.0972,3.3873333333333338,0.3160833333333333
1932,SWITZERLAND,2791,44.31305,6.840583333333334,0.3904166666666667
1932,TAIWAN,981,70.9079,21.6155,0.265
1932,THAILAND,7,78.67745000000002,25.931916666666666,0.3435
1932,TRINIDAD AND TOBAGO,888,79.26740000000002,26.25966666666667,0.4384166666666667
1932,TUNISIA,0,68.89399999999999,20.496666666666666,0.4634166666666668
1932,TURKEY,1092,52.83695,11.576083333333335,0.3710000000000001
1932,UNITED KINGDOM,108056,47.6411,8.6895,0.3125833333333333
1932,UNITED STATES,342904,47.37110000000001,8.5395,0.22866666666666666
1932,URUGUAY,21,63.84095,17.689416666666673,0.4618333333333333
1932,VENEZUELA,1039,77.1707,25.09483333333333,0.3838333333333333
1932,ZIMBABWE,317,69.66590000000001,20.9255,0.3373333333333333
1933,ALBANIA,2,53.61905,12.010583333333335,0.5070833333333333
1933,ALGERIA,33,73.7033,23.168500000000005,0.6621666666666667
1933,ARGENTINA,3612,58.2485,14.582499999999998,0.23458333333333334
1933,AUSTRALIA,5890,70.4957,21.3865,0.2518333333333333
1933,AUSTRIA,3884,41.59205,5.328916666666665,0.3609166666666666
1933,BAHRAIN,3,77.47085,25.26158333333333,0.7837500000000001
1933,BARBADOS,1,79.37134999999998,26.31741666666667,0.3981666666666667
1933,BELGIUM,19832,48.76055,9.311416666666668,0.35025
1933,BRAZIL,1289,76.3025,24.6125,0.31216666666666665
1933,BULGARIA,641,48.8084,9.338,0.6910000000000002
1933,CANADA,18964,20.9909,-6.116166666666665,0.4793333333333332
1933,CHILE,1117,48.6743,9.2635,0.3305833333333333
1933,COLOMBIA,146,76.0322,24.46233333333333,0.3285
1933,DENMARK,3650,2.8721,-16.182166666666664,1.3290833333333334
1933,ECUADOR,198,70.36220000000002,21.31233333333334,0.3509166666666666
1933,EGYPT,238,72.86885000000002,22.704916666666666,0.5316666666666666
1933,ESTONIA,4,39.977,4.431666666666667,0.3313333333333333
1933,FINLAND,880,34.4408,1.3559999999999999,0.32416666666666666
1933,FRANCE,54423,54.83660000000001,12.687000000000001,0.4585
1933,GERMANY,99578,45.86675,7.7037499999999985,0.2708333333333333
1933,GREECE,628,57.46144999999999,14.145250000000004,0.5005833333333333
1933,HUNGARY,2731,47.53745,8.631916666666667,0.41275
1933,INDIA,10668,74.4086,23.56033333333333,0.22425
1933,INDONESIA,4875,78.14600000000002,25.63666666666667,0.3003333333333333
1933,IRAQ,96,69.93634999999999,21.075750000000006,0.5484999999999999
1933,IRELAND,2529,50.07605,10.04225,0.4252500000000001
1933,ISRAEL,18,66.92660000000001,19.403666666666666,0.4621666666666666
1933,ITALY,8321,54.31864999999999,12.39925,0.37875
1933,LATVIA,7,40.3103,4.616833333333334,0.35175
1933,LEBANON,4,63.03050000000001,17.239166666666666,0.40391666666666665
1933,MADAGASCAR,1,72.69950000000001,22.610833333333336,0.7004166666666666
1933,MEXICO,4569,69.64280000000001,20.912666666666667,0.3243333333333333
1933,MOROCCO,48,63.61595000000001,17.564416666666666,0.49200000000000005
1933,MOZAMBIQUE,14,73.99715000000002,23.33175,0.35158333333333336
1933,NETHERLANDS,10527,49.03925,9.46625,0.3413333333333333
1933,NEW ZEALAND,968,50.78675000000001,10.437083333333332,0.4646666666666667
1933,NIGERIA,173,80.9672,27.204000000000004,0.5325000000000001
1933,NORWAY,2505,33.925850000000004,1.0699166666666666,0.41158333333333336
1933,PERU,1818,67.25135,19.58408333333333,0.4683333333333333
1933,PHILIPPINES,21,79.45145000000002,26.36191666666667,0.3205000000000001
1933,POLAND,11792,43.65785,6.476583333333332,0.4115
1933,PORTUGAL,1091,58.47995,14.711083333333335,0.4152500000000001
1933,ROMANIA,7454,45.04805,7.248916666666666,0.547
1933,SOUTH AFRICA,6914,63.54875000000001,17.527083333333334,0.5019999999999999
1933,SPAIN,5107,56.5712,13.650666666666664,0.3415
1933,SWEDEN,5327,37.42955,3.0164166666666663,0.29949999999999993
1933,SWITZERLAND,2611,43.70255,6.5014166666666675,0.3567500000000001
1933,TAIWAN,1145,71.54374999999997,21.96875,0.299
1933,THAILAND,6,78.86269999999998,26.03483333333333,0.339
1933,TRINIDAD AND TOBAGO,1110,78.6203,25.90016666666667,0.30716666666666664
1933,TUNISIA,5,68.2703,20.150166666666667,0.4864166666666666
1933,TURKEY,1273,51.50945,10.838583333333332,0.33225
1933,UNITED KINGDOM,107034,48.40805,9.115583333333333,0.3290833333333333
1933,UNITED STATES,367681,48.25505,9.030583333333334,0.20675
1933,URUGUAY,18,63.21725,17.342916666666667,0.4763333333333333
1933,VENEZUELA,770,76.6598,24.811000000000003,0.34874999999999995
1933,ZIMBABWE,350,69.4739,20.818833333333334,0.31716666666666665
1934,ALBANIA,2,56.3432,13.524000000000001,0.5760000000000001
1934,ALGERIA,38,72.94040000000003,22.74466666666667,0.5705
1934,ARGENTINA,3887,57.83705000000001,14.353916666666665,0.2325
1934,AUSTRALIA,6195,70.71275,21.507083333333334,0.2386666666666667
1934,AUSTRIA,3754,45.34625000000001,7.414583333333333,0.31991666666666674
1934,BAHRAIN,33,77.876,25.486666666666668,0.7735
1934,BARBADOS,1,79.34645,26.30358333333333,0.41808333333333336
1934,BELGIUM,20460,50.8025,10.445833333333336,0.3174166666666667
1934,BRAZIL,1262,76.36745,24.648583333333335,0.35975
1934,BULGARIA,666,52.47455,11.37475,0.5704166666666667
1934,CANADA,21811,22.6271,-5.207166666666666,0.4715833333333333
1934,CHILE,1318,48.72635,9.292416666666668,0.33375
1934,COLOMBIA,201,75.9995,24.444166666666675,0.3403333333333334
1934,DENMARK,3997,1.3319000000000003,-17.037833333333335,1.3375
1934,ECUADOR,200,70.82719999999998,21.57066666666667,0.407
1934,EGYPT,225,73.1477,22.859833333333334,0.4386666666666666
1934,ESTONIA,4,44.54225,6.967916666666667,0.3644166666666666
1934,FINLAND,1079,38.25455,3.47475,0.2790833333333333
1934,FRANCE,54959,55.63895,13.13275,0.4339166666666667
1934,GERMANY,111530,49.2254,9.569666666666668,0.2519166666666667
1934,GREECE,773,59.99479999999999,15.552666666666667,0.4818333333333333
1934,HUNGARY,2886,51.89165000000001,11.050916666666666,0.3561666666666667
1934,INDIA,11912,74.78135,23.767416666666673,0.2334166666666667
1934,INDONESIA,5250,78.02029999999998,25.56683333333333,0.29791666666666666
1934,IRAQ,782,70.69565,21.49758333333333,0.6579166666666666
1934,IRELAND,2588,50.00195,10.001083333333332,0.3940833333333333
1934,ISRAEL,19,67.86305,19.923916666666667,0.3997500000000001
1934,ITALY,10829,55.98214999999999,13.323416666666667,0.39375
1934,LATVIA,10,45.25295,7.362749999999999,0.3598333333333333
1934,MADAGASCAR,2,72.76415,22.64675,0.5420833333333334
1934,MEXICO,5156,69.57739999999998,20.876333333333328,0.2670833333333333
1934,MOROCCO,52,62.80249999999999,17.1125,0.49125
1934,MOZAMBIQUE,18,74.3951,23.552833333333336,0.266
1934,NETHERLANDS,10543,51.10595,10.614416666666664,0.29508333333333336
1934,NEW ZEALAND,1087,50.96660000000001,10.537,0.5267499999999999
1934,NIGERIA,191,80.26085,26.81158333333333,0.5750833333333333
1934,NORWAY,2589,35.45975,1.9220833333333336,0.4034166666666666
1934,PERU,1842,67.19585000000001,19.55325,0.5067499999999999
1934,PHILIPPINES,24,78.87995000000002,26.044416666666674,0.29916666666666664
1934,POLAND,12341,48.48499999999999,9.158333333333333,0.43483333333333335
1934,PORTUGAL,1118,57.989,14.438333333333333,0.5004166666666667
1934,ROMANIA,8641,49.48385,9.71325,0.49475
1934,SOUTH AFRICA,7880,63.53569999999999,17.519833333333334,0.4685833333333333
1934,SPAIN,5527,56.32415,13.513416666666664,0.3465833333333334
1934,SWEDEN,5932,40.14605,4.5255833333333335,0.32091666666666663
1934,SWITZERLAND,2608,46.0298,7.794333333333333,0.2978333333333333
1934,TAIWAN,1139,70.8281,21.57116666666667,0.27891666666666665
1934,THAILAND,7,78.28504999999998,25.713916666666666,0.3389166666666667
1934,TRINIDAD AND TOBAGO,1304,78.66754999999998,25.926416666666668,0.3505
1934,TUNISIA,5,67.83755,19.909750000000006,0.4782500000000001
1934,TURKEY,1581,53.19695000000002,11.776083333333334,0.32833333333333337
1934,UNITED KINGDOM,115509,48.49700000000001,9.165,0.26516666666666666
1934,UNITED STATES,391482,49.68785,9.826583333333334,0.19058333333333333
1934,URUGUAY,14,62.74550000000002,17.080833333333334,0.5080833333333333
1934,VENEZUELA,1426,76.83049999999999,24.90583333333333,0.445
1934,ZIMBABWE,466,70.19255,21.218083333333336,0.2625833333333333
1935,ALBANIA,5,55.29695000000001,12.942749999999998,0.6038333333333333
1935,ALGERIA,36,73.25555,22.919750000000004,0.4665833333333334
1935,ARGENTINA,3821,58.66805,14.815583333333334,0.2525
1935,AUSTRALIA,6886,70.51535,21.39741666666666,0.21066666666666667
1935,AUSTRIA,3800,43.07975,6.155416666666667,0.24941666666666665
1935,BAHRAIN,145,79.00220000000002,26.11233333333333,0.74425
1935,BARBADOS,0,79.04480000000002,26.136,0.405
1935,BELGIUM,19555,49.7261,9.847833333333332,0.272
1935,BRAZIL,1504,76.73555,24.85308333333333,0.35566666666666663
1935,BULGARIA,675,51.2396,10.688666666666668,0.53475
1935,CANADA,21506,21.99695,-5.557250000000002,0.4828333333333334
1935,CHILE,1395,49.09264999999999,9.495916666666668,0.3063333333333333
1935,COLOMBIA,656,76.17875,24.54375,0.2879166666666667
1935,DENMARK,4163,1.499749999999998,-16.94458333333333,1.20975
1935,ECUADOR,214,70.62695000000002,21.459416666666673,0.4093333333333334
1935,EGYPT,204,73.08905000000001,22.827250000000006,0.4453333333333333
1935,ESTONIA,5,41.8289,5.4605000000000015,0.3968333333333333
1935,FINLAND,960,35.76335,2.0907500000000003,0.27191666666666664
1935,FRANCE,53327,55.03505000000001,12.797249999999998,0.4605
1935,GERMANY,123463,47.248999999999995,8.471666666666666,0.23675
1935,GREECE,795,59.55050000000001,15.305833333333332,0.5108333333333334
1935,HUNGARY,3024,49.64075,9.800416666666667,0.29450000000000004
1935,INDIA,12446,74.77130000000002,23.76183333333334,0.21525000000000005
1935,INDONESIA,5459,78.13025,25.627916666666664,0.2876666666666667
1935,IRAQ,1562,72.42559999999997,22.45866666666667,0.6005833333333334
1935,IRELAND,2602,49.4066,9.670333333333334,0.3601666666666667
1935,ISRAEL,25,68.59055,20.32808333333333,0.40625
1935,ITALY,12389,55.08965,12.827583333333335,0.3884166666666667
1935,LATVIA,10,42.3734,5.763000000000001,0.3700833333333334
1935,LEBANON,14,65.08550000000001,18.380833333333328,0.3784166666666666
1935,MADAGASCAR,1,72.4943,22.49683333333333,0.54075
1935,MEXICO,5848,69.00019999999999,20.555666666666667,0.30058333333333337
1935,MOROCCO,64,63.44735,17.47075,0.5049166666666667
1935,MOZAMBIQUE,13,73.3778,22.98766666666667,0.401
1935,NETHERLANDS,10171,49.96325,9.979583333333334,0.2820833333333333
1935,NEW ZEALAND,1133,51.4493,10.805166666666667,0.44975
1935,NIGERIA,190,80.67709999999998,27.04283333333333,0.6245833333333334
1935,NORWAY,2670,33.164300000000004,0.6468333333333337,0.3713333333333333
1935,PERU,1956,67.5044,19.724666666666664,0.3569166666666666
1935,PHILIPPINES,27,79.35005,26.30558333333333,0.3256666666666667
1935,POLAND,12596,45.7955,7.6641666666666675,0.41991666666666666
1935,PORTUGAL,1195,58.00985000000001,14.449916666666667,0.5263333333333332
1935,ROMANIA,8606,47.7476,8.748666666666667,0.3824166666666667
1935,SAUDI ARABIA,0,78.47885000000002,25.82158333333333,0.5855
1935,SOUTH AFRICA,8777,62.1683,16.760166666666667,0.4183333333333335
1935,SPAIN,6130,56.21945,13.45525,0.38666666666666666
1935,SWEDEN,6241,37.4594,3.033,0.26675000000000004
1935,SWITZERLAND,2586,44.5058,6.9476666666666675,0.309
1935,TAIWAN,1191,71.66119999999998,22.034,0.2664166666666667
1935,THAILAND,7,79.67645,26.486916666666666,0.29691666666666666
1935,TRINIDAD AND TOBAGO,1389,78.6161,25.89783333333333,0.40091666666666653
1935,TUNISIA,5,67.72085,19.844916666666666,0.5433333333333333
1935,TURKEY,1620,54.06034999999999,12.25575,0.3214166666666667
1935,UNITED KINGDOM,117121,47.80265,8.779250000000003,0.3023333333333333
1935,UNITED STATES,406731,47.7365,8.742500000000001,0.1970833333333334
1935,URUGUAY,14,62.90135000000001,17.167416666666664,0.5766666666666665
1935,VENEZUELA,1635,76.84895,24.91608333333333,0.47275
1935,ZIMBABWE,503,69.0446,20.58033333333334,0.3451666666666667
1936,ALBANIA,35,55.613,13.118333333333334,0.4490000000000001
1936,ALGERIA,14,73.29365,22.940916666666666,0.4719166666666667
1936,ARGENTINA,4121,58.45295000000001,14.696083333333334,0.2486666666666667
1936,AUSTRALIA,7383,71.0894,21.71633333333333,0.2405
1936,AUSTRIA,3710,43.70225,6.50125,0.3103333333333333
1936,BAHRAIN,532,78.03545000000003,25.57525,0.97775
1936,BARBADOS,0,79.34825,26.304583333333333,0.37116666666666653
1936,BELGIUM,20473,49.406000000000006,9.670000000000002,0.31325
1936,BRAZIL,1405,77.10995000000001,25.06108333333333,0.34958333333333336
1936,BULGARIA,686,52.31375,11.285416666666668,0.4483333333333334
1936,CANADA,23517,21.25055,-5.971916666666668,0.4888333333333334
1936,CHILE,1372,49.16345000000001,9.53525,0.3169166666666667
1936,COLOMBIA,760,76.6832,24.824,0.32033333333333336
1936,DENMARK,4307,1.9531999999999958,-16.692666666666668,1.727666666666667
1936,ECUADOR,239,71.19215000000001,21.773416666666673,0.4303333333333334
1936,EGYPT,199,74.02444999999999,23.34691666666667,0.5174166666666667
1936,ESTONIA,7,43.20244999999999,6.223583333333332,0.28141666666666665
1936,FINLAND,1355,36.13670000000001,2.298166666666667,0.29325
1936,FRANCE,54066,55.20680000000001,12.892666666666667,0.4677500000000001
1936,GERMANY,136376,47.25755,8.476416666666667,0.22691666666666666
1936,GREECE,919,59.479850000000006,15.266583333333335,0.4236666666666665
1936,HUNGARY,3248,50.67995,10.37775,0.3745000000000001
1936,ICELAND,6,35.4806,1.9336666666666664,0.6155
1936,INDIA,12232,74.9027,23.83483333333334,0.2263333333333333
1936,INDONESIA,5941,78.30515000000003,25.72508333333333,0.2968333333333333
1936,IRAQ,1581,71.4326,21.906999999999996,0.5742499999999999
1936,IRELAND,2769,49.3667,9.648166666666668,0.397
1936,ISRAEL,21,68.57254999999999,20.318083333333334,0.4555833333333333
1936,ITALY,8735,55.35229999999999,12.9735,0.3765833333333333
1936,LATVIA,14,43.90955,6.616416666666666,0.3014166666666667
1936,LEBANON,16,64.65395000000001,18.14108333333333,0.4175
1936,MEXICO,5994,69.25325,20.696250000000006,0.2725833333333333
1936,MOROCCO,58,63.44225,17.467916666666664,0.5328333333333334
1936,MOZAMBIQUE,14,73.78190000000002,23.212166666666665,0.3638333333333333
1936,NETHERLANDS,10888,49.6478,9.804333333333334,0.29291666666666666
1936,NEW ZEALAND,1140,50.4827,10.268166666666664,0.4183333333333333
1936,NIGERIA,215,80.56024999999998,26.97791666666667,0.4646666666666666
1936,NORWAY,2850,33.48964999999999,0.8275833333333334,0.39333333333333337
1936,PERU,2021,68.0141,20.007833333333334,0.3728333333333333
1936,PHILIPPINES,33,79.43585,26.35325,0.2797500000000001
1936,POLAND,13619,46.7315,8.184166666666664,0.4014166666666668
1936,PORTUGAL,1127,57.98330000000001,14.435166666666666,0.4305000000000001
1936,ROMANIA,9049,49.59935,9.777416666666667,0.4175833333333332
1936,SAUDI ARABIA,2,78.0068,25.55933333333333,0.6869999999999999
1936,SOUTH AFRICA,9622,62.7344,17.07466666666667,0.5455000000000001
1936,SPAIN,2199,56.1428,13.412666666666665,0.35341666666666666
1936,SWEDEN,6837,37.68605,3.1589166666666664,0.2945833333333333
1936,SWITZERLAND,2708,44.94035,7.189083333333333,0.3118333333333333
1936,TAIWAN,1292,71.17040000000001,21.76133333333334,0.2613333333333333
1936,THAILAND,8,78.77539999999998,25.98633333333333,0.2769166666666667
1936,TRINIDAD AND TOBAGO,1567,78.90230000000003,26.05683333333333,0.3130833333333333
1936,TUNISIA,7,67.89665000000001,19.94258333333333,0.46
1936,TURKEY,1601,53.68055,12.04475,0.3275
1936,UNITED KINGDOM,123860,47.48045000000001,8.60025,0.2825
1936,UNITED STATES,466893,48.06005000000001,8.92225,0.19025000000000006
1936,URUGUAY,15,63.13520000000001,17.29733333333333,0.5174166666666665
1936,VENEZUELA,864,77.05595000000002,25.03108333333333,0.4405833333333333
1936,ZIMBABWE,510,69.2528,20.695999999999998,0.2753333333333333
1937,ALBANIA,81,55.85675000000001,13.253749999999998,0.5051666666666667
1937,ALGERIA,19,74.7095,23.7275,0.44875
1937,ARGENTINA,4562,58.551200000000016,14.750666666666666,0.27741666666666664
1937,AUSTRALIA,7876,70.7492,21.52733333333333,0.2265
1937,AUSTRIA,4165,43.8581,6.587833333333332,0.2495833333333333
1937,BAHRAIN,888,78.14195000000002,25.634416666666667,0.6940833333333334
1937,BARBADOS,0,79.78999999999998,26.55,0.3779166666666667
1937,BELGIUM,24648,49.9382,9.965666666666667,0.31091666666666673
1937,BRAZIL,1662,77.09045,25.050250000000005,0.32091666666666663
1937,BULGARIA,761,52.44035000000002,11.35575,0.4438333333333333
1937,CANADA,25515,23.8175,-4.545833333333333,0.4748333333333334
1937,CHILE,1441,48.87785,9.376583333333334,0.33966666666666673
1937,COLOMBIA,760,76.7822,24.879000000000005,0.47325
1937,DENMARK,4448,1.498099999999998,-16.9455,1.8361666666666665
1937,ECUADOR,266,71.27674999999998,21.82041666666667,0.3827500000000001
1937,EGYPT,188,73.65050000000002,23.13916666666667,0.4704999999999999
1937,ESTONIA,9,42.8966,6.053666666666667,0.2958333333333333
1937,FINLAND,1851,37.3478,2.971,0.32116666666666666
1937,FRANCE,59422,55.93129999999999,13.295166666666667,0.46475
1937,GERMANY,153811,47.68145000000001,8.711916666666667,0.21941666666666668
1937,GREECE,979,60.04909999999999,15.582833333333333,0.5425833333333333
1937,HUNGARY,3718,50.75390000000001,10.418833333333334,0.26891666666666664
1937,ICELAND,5,35.82904999999999,2.12725,0.6378333333333334
1937,INDIA,13549,74.67424999999999,23.707916666666673,0.21091666666666667
1937,INDONESIA,6917,78.41225,25.78458333333333,0.2715
1937,IRAQ,1704,72.1073,22.28183333333334,0.5428333333333333
1937,IRELAND,2826,49.170350000000006,9.539083333333332,0.3613333333333333
1937,ISRAEL,22,68.68865000000001,20.382583333333333,0.4538333333333333
1937,ITALY,12334,55.732850000000006,13.184916666666664,0.4081666666666666
1937,LATVIA,16,43.42850000000001,6.349166666666666,0.30308333333333337
1937,LEBANON,17,65.1494,18.416333333333334,0.4759166666666667
1937,MEXICO,6797,69.64595000000001,20.914416666666664,0.27875
1937,MOROCCO,101,64.93370000000002,18.2965,0.5401666666666667
1937,MOZAMBIQUE,16,74.2616,23.478666666666665,0.2637500000000001
1937,NETHERLANDS,12009,49.916000000000004,9.953333333333337,0.28391666666666665
1937,NEW ZEALAND,1196,50.02939999999999,10.016333333333334,0.3866666666666667
1937,NIGERIA,267,80.56715000000001,26.98175,0.6233333333333333
1937,NORWAY,3210,34.28225,1.2679166666666664,0.4389166666666668
1937,PERU,2402,68.12899999999999,20.071666666666673,0.3690833333333334
1937,PHILIPPINES,33,79.7198,26.51100000000001,0.2721666666666667
1937,POLAND,15377,46.83814999999999,8.243416666666667,0.4094166666666667
1937,PORTUGAL,1346,58.83470000000001,14.908166666666668,0.5754166666666666
1937,ROMANIA,7769,49.3733,9.651833333333332,0.3349166666666667
1937,SAUDI ARABIA,7,77.79785,25.443249999999995,0.6070833333333333
1937,SOUTH AFRICA,10049,63.40115000000001,17.445083333333333,0.4655833333333333
1937,SPAIN,1432,57.42350000000001,14.124166666666667,0.4290000000000001
1937,SWEDEN,7900,38.4521,3.5845,0.3450833333333333
1937,SWITZERLAND,2856,45.3023,7.390166666666668,0.3841666666666666
1937,TAIWAN,1433,72.24934999999998,22.36075,0.2479166666666667
1937,THAILAND,10,79.5395,26.41083333333333,0.2968333333333333
1937,TRINIDAD AND TOBAGO,1978,79.2164,26.231333333333332,0.4728333333333333
1937,TUNISIA,8,69.04385,20.579916666666673,0.4494166666666666
1937,TURKEY,1159,54.9155,12.730833333333335,0.395
1937,UNITED KINGDOM,127773,47.60705,8.670583333333333,0.2893333333333333
1937,UNITED STATES,488418,47.71535,8.730749999999999,0.18441666666666667
1937,URUGUAY,20,62.42,16.899999999999995,0.5224166666666666
1937,VENEZUELA,2565,77.34485000000002,25.19158333333333,0.40891666666666665
1937,ZIMBABWE,746,69.59690000000002,20.887166666666673,0.4015
1938,ALBANIA,95,54.7058,12.614333333333333,0.4564999999999999
1938,ALGERIA,9,72.90979999999998,22.727666666666664,0.5364166666666668
1938,ARGENTINA,4463,58.0958,14.497666666666667,0.2430833333333333
1938,AUSTRALIA,7652,71.75975,22.088749999999994,0.2360833333333333
1938,AUSTRIA,1580,43.51024999999999,6.394583333333334,0.3211666666666667
1938,BAHRAIN,949,78.51785000000002,25.84325,0.8001666666666667
1938,BARBADOS,0,79.29485000000003,26.27491666666667,0.37916666666666665
1938,BELGIUM,21597,49.92155,9.956416666666668,0.3285833333333334
1938,BRAZIL,1664,76.77335,24.874083333333346,0.3881666666666667
1938,BULGARIA,866,51.392,10.773333333333332,0.418
1938,CANADA,23348,24.7544,-4.025333333333332,0.44966666666666666
1938,CHILE,1509,48.44120000000001,9.134,0.3139166666666667
1938,COLOMBIA,820,76.14290000000003,24.52383333333333,0.47325
1938,DENMARK,3994,0.9004999999999974,-17.2775,1.725833333333333
1938,ECUADOR,281,70.78264999999998,21.54591666666667,0.3431666666666666
1938,EGYPT,240,72.54500000000002,22.525,0.4255
1938,ESTONIA,11,44.2553,6.8085,0.3048333333333333
1938,FINLAND,1555,38.90255,3.83475,0.2805
1938,FRANCE,55076,55.30760000000001,12.948666666666668,0.4624166666666666
1938,GERMANY,164120,47.855,8.808333333333332,0.22933333333333336
1938,GREECE,776,58.79705000000001,14.887250000000002,0.5258333333333333
1938,HUNGARY,4032,49.97975,9.98875,0.294
1938,INDIA,15168,75.00545,23.891916666666663,0.2449166666666667
1938,INDONESIA,7296,78.2366,25.687,0.3175
1938,IRAQ,1615,71.08775,21.71541666666667,0.4370833333333333
1938,IRELAND,2720,50.02115000000001,10.01175,0.4
1938,ISRAEL,13,67.08935000000001,19.49408333333333,0.3845833333333333
1938,ITALY,12281,54.84875,12.69375,0.36241666666666666
1938,LATVIA,21,44.65265,7.029250000000002,0.3105833333333334
1938,LEBANON,17,63.62975000000001,17.57208333333333,0.35441666666666666
1938,MEXICO,6623,69.33485,20.74158333333333,0.26475000000000004
1938,MOROCCO,127,63.9047,17.724833333333333,0.561
1938,MOZAMBIQUE,11,74.4551,23.58616666666667,0.25075
1938,NETHERLANDS,11820,50.30585,10.169916666666667,0.2996666666666667
1938,NEW ZEALAND,1159,52.18534999999999,11.214083333333335,0.4392500000000001
1938,NIGERIA,266,80.95325000000003,27.196250000000006,0.529
1938,NORWAY,2860,35.75885,2.08825,0.4003333333333334
1938,PERU,2185,67.46540000000002,19.703,0.4104166666666666
1938,PHILIPPINES,43,79.3451,26.302833333333336,0.3115833333333333
1938,POLAND,16360,47.0702,8.372333333333332,0.37333333333333335
1938,PORTUGAL,1124,59.09675000000001,15.05375,0.5281666666666668
1938,ROMANIA,7291,48.632,9.24,0.37516666666666665
1938,SAUDI ARABIA,56,77.5277,25.29316666666667,0.8035833333333332
1938,SOUTH AFRICA,10563,63.293000000000006,17.385,0.3985
1938,SPAIN,3609,56.93824999999999,13.854583333333332,0.3846666666666667
1938,SWEDEN,7134,40.12505,4.513916666666667,0.2743333333333334
1938,SWITZERLAND,2855,44.85980000000001,7.144333333333333,0.3598333333333334
1938,TAIWAN,1610,72.0395,22.24416666666666,0.2290833333333333
1938,THAILAND,11,78.78814999999999,25.99341666666667,0.3200833333333333
1938,TRINIDAD AND TOBAGO,2276,78.92705000000002,26.07058333333333,0.4490833333333333
1938,TUNISIA,9,66.9716,19.428666666666665,0.5415
1938,TURKEY,1265,53.33284999999999,11.851583333333336,0.31325
1938,UNITED KINGDOM,122536,48.53225,9.184583333333332,0.28191666666666665
1938,UNITED STATES,413051,49.04930000000001,9.471833333333334,0.15708333333333335
1938,URUGUAY,21,62.64829999999999,17.026833333333332,0.4905
1938,VENEZUELA,1671,76.61030000000002,24.783500000000004,0.4233333333333333
1938,ZIMBABWE,756,70.2341,21.241166666666672,0.2886666666666667
1939,ALBANIA,118,55.50395000000001,13.05775,0.44083333333333335
1939,ALGERIA,44,73.11455,22.841416666666664,0.5208333333333334
1939,ARGENTINA,4744,58.33955,14.633083333333332,0.29124999999999995
