year,country,co2,yr_avg_temp_f,yr_avg_temp_c,yr_avg_temp_uncertainty
1976,KUWAIT,5038,76.9364,24.964666666666673,0.442
1976,LEBANON,1671,63.4622,17.479,0.2805833333333333
1976,LIBERIA,403,77.28965000000002,25.16091666666667,0.304
1976,LUXEMBOURG,3229,50.16260000000001,10.090333333333334,0.2689166666666667
1976,MADAGASCAR,271,73.15235000000001,22.862416666666668,0.29991666666666666
1976,MALAWI,159,70.4135,21.340833333333336,0.3450833333333333
1976,MALAYSIA,6516,78.53734999999998,25.85408333333333,0.2524166666666667
1976,MALI,93,82.16420000000002,27.869000000000003,0.3319166666666667
1976,MALTA,208,64.30595000000001,17.947750000000006,0.3068333333333333
1976,MARTINIQUE,232,78.71225,25.95125,0.3270000000000001
1976,MAURITANIA,141,80.05505,26.69725,0.39825
1976,MAURITIUS,169,74.91439999999999,23.84133333333334,0.3865833333333333
1976,MEXICO,50215,68.2622,20.145666666666667,0.2418333333333333
1976,MONGOLIA,1201,30.32225,-0.9320833333333332,0.2836666666666667
1976,MONTSERRAT,3,79.17485,26.20825,0.29491666666666666
1976,MOROCCO,3149,62.6627,17.03483333333333,0.5195833333333334
1976,MOZAMBIQUE,698,74.28935,23.494083333333336,0.2775833333333333
1976,NEPAL,77,59.25185000000001,15.139916666666664,0.3685
1976,NETHERLANDS,46273,50.29655,10.164750000000002,0.23333333333333334
1976,NEW CALEDONIA,652,73.35785000000001,22.97658333333333,0.3759166666666667
1976,NEW ZEALAND,5246,50.25514999999999,10.14175,0.32775000000000004
1976,NICARAGUA,607,78.90469999999998,26.05816666666668,0.2700833333333333
1976,NIGER,91,81.7199,27.62216666666667,0.4269166666666668
1976,NIGERIA,15066,80.25785000000002,26.809916666666666,0.31316666666666665
1976,NIUE,1,77.11280000000002,25.06266666666667,0.4669999999999999
1976,NORWAY,7995,32.4947,0.27483333333333365,0.272
1976,OMAN,2271,80.50099999999998,26.945000000000004,1.2175
1976,PAKISTAN,6228,68.67485,20.374916666666664,0.2788333333333333
1976,PANAMA,985,79.67525,26.48625000000001,0.4028333333333333
1976,PAPUA NEW GUINEA,429,75.8555,24.364166666666666,0.4035833333333333
1976,PARAGUAY,282,73.3358,22.96433333333333,0.2964166666666667
1976,PERU,6120,67.78024999999998,19.877916666666668,0.267
1976,PHILIPPINES,9580,79.82780000000002,26.570999999999998,0.2525
1976,POLAND,108818,44.85755,7.143083333333334,0.32016666666666665
1976,PORTUGAL,6115,58.2635,14.590833333333334,0.2803333333333334
1976,QATAR,2832,79.9145,26.61916666666667,0.4559166666666668
1976,REUNION,172,74.48630000000001,23.6035,0.3925833333333333
1976,ROMANIA,47659,46.75205,8.195583333333332,0.2655
1976,RWANDA,73,66.7067,19.2815,0.3145833333333333
1976,SAINT LUCIA,23,79.67779999999998,26.48766666666667,0.3187499999999999
1976,SAMOA,13,79.661,26.47833333333333,0.31375000000000003
1976,SAUDI ARABIA,27693,77.60180000000003,25.33433333333333,0.4983333333333333
1976,SENEGAL,484,81.7931,27.66283333333333,0.2948333333333333
1976,SEYCHELLES,22,80.0057,26.66983333333333,0.7279166666666667
1976,SIERRA LEONE,123,78.52145,25.84525,0.3328333333333333
1976,SINGAPORE,8191,79.80575000000002,26.55875000000001,0.3418333333333334
1976,SOLOMON ISLANDS,17,79.93835000000001,26.63241666666667,0.4010833333333333
1976,SOMALIA,131,79.91855,26.62141666666667,1.0112500000000002
1976,SOUTH AFRICA,52663,62.5349,16.963833333333334,0.2711666666666667
1976,SPAIN,54116,56.18299999999999,13.434999999999995,0.23458333333333334
1976,SRI LANKA,765,80.8718,27.151,0.25691666666666674
1976,SUDAN,1024,81.40339999999998,27.44633333333334,0.28941666666666666
1976,SURINAME,545,79.2122,26.229,0.28241666666666665
1976,SWAZILAND,91,65.75059999999999,18.750333333333334,0.28841666666666665
1976,SWEDEN,24082,35.80415,2.113416666666668,0.2778333333333334
1976,SWITZERLAND,11040,45.2507,7.361500000000002,0.31766666666666665
1976,TAIWAN,15322,71.47505,21.93058333333333,0.2334166666666667
1976,THAILAND,7848,78.72064999999998,25.95591666666667,0.22008333333333333
1976,TOGO,88,79.82719999999998,26.57066666666667,0.2420833333333333
1976,TONGA,8,74.07695000000002,23.376083333333334,0.4915833333333333
1976,TRINIDAD AND TOBAGO,4343,78.99605000000003,26.10891666666667,0.38325
1976,TUNISIA,1595,66.78965,19.327583333333337,0.3594166666666667
1976,TURKEY,20104,51.90604999999999,11.058916666666667,0.2270833333333333
1976,UGANDA,270,73.69189999999998,23.162166666666664,0.3961666666666667
1976,UNITED ARAB EMIRATES,10813,81.6281,27.57116666666667,0.6926666666666667
1976,UNITED KINGDOM,163325,48.36259999999999,9.090333333333335,0.2551666666666667
1976,UNITED STATES,1258004,47.57225,8.65125,0.2055833333333333
1976,URUGUAY,1608,62.42060000000001,16.900333333333332,0.2496666666666667
1976,VENEZUELA,15638,77.04185000000003,25.023250000000004,0.29325
1976,ZAMBIA,1098,69.48725,20.82625,0.2804166666666667
1976,ZIMBABWE,2964,69.24380000000001,20.691000000000006,0.23666666666666664
1977,AFGHANISTAN,652,58.64975,14.805416666666668,0.47975
1977,ALBANIA,1560,55.80185,13.22325,0.2985
1977,ALGERIA,11424,74.38295000000002,23.546083333333346,0.4180833333333333
1977,ANGOLA,964,71.51135000000002,21.95075,0.4425833333333333
1977,ARGENTINA,27486,59.63225,15.35125,0.20391666666666666
1977,AUSTRALIA,51210,71.4065,21.8925,0.1811666666666667
1977,AUSTRIA,15331,44.44880000000001,6.916,0.28841666666666665
1977,BAHAMAS,2650,77.61200000000002,25.34,0.25325
1977,BAHRAIN,2037,79.79120000000002,26.550666666666668,0.37933333333333336
1977,BANGLADESH,1585,77.08385,25.04658333333333,0.2421666666666667
1977,BARBADOS,161,80.1632,26.75733333333333,0.2756666666666667
1977,BELGIUM,34516,49.92995,9.961083333333333,0.218
1977,BELIZE,54,77.37410000000001,25.207833333333333,0.2613333333333333
1977,BENIN,81,81.43115,27.46175,0.2533333333333333
1977,BHUTAN,2,53.60855,12.00475,0.3800833333333333
1977,BOTSWANA,213,71.71505,22.06391666666667,0.27841666666666665
1977,BRAZIL,44440,77.2382,25.13233333333333,0.21758333333333332
1977,BRITISH VIRGIN ISLANDS,8,80.11550000000003,26.73083333333333,0.24316666666666664
1977,BULGARIA,20717,51.88999999999999,11.05,0.2360833333333333
1977,BURKINA FASO,68,83.02924999999998,28.34958333333333,0.26975
1977,BURUNDI,27,68.75495000000001,20.419416666666667,0.3081666666666667
1977,CAMBODIA,20,80.45524999999998,26.919583333333332,0.2994166666666666
1977,CANADA,111304,25.08665,-3.84075,0.24675
1977,CAPE VERDE,22,76.07345000000002,24.48525,0.78625
1977,CAYMAN ISLANDS,19,80.7461,27.081166666666665,0.2726666666666667
1977,CENTRAL AFRICAN REPUBLIC,35,77.85860000000002,25.476999999999997,0.2549166666666667
1977,CHAD,54,80.28920000000002,26.827333333333332,0.40158333333333335
1977,CHILE,6302,50.0264,10.014666666666667,0.2764166666666667
1977,CHRISTMAS ISLAND,25,79.02095,26.12275,0.4905
1977,COLOMBIA,10732,77.53070000000002,25.29483333333333,0.22625000000000006
1977,COMOROS,11,79.17290000000001,26.207166666666666,0.23575
1977,CONGO,131,76.57025,24.76125,0.2260833333333333
1977,COSTA RICA,713,79.007,26.115,0.3727500000000001
1977,CUBA,8018,78.18245,25.656916666666664,0.2240833333333333
1977,CYPRUS,728,66.3017,19.0565,0.2853333333333333
1977,DENMARK,16866,0.2854999999999978,-17.619166666666672,0.9890000000000001
1977,DJIBOUTI,54,84.23495000000001,29.019416666666668,0.5968333333333332
1977,DOMINICA,7,79.56694999999998,26.426083333333334,0.266
1977,DOMINICAN REPUBLIC,1531,78.85235,26.02908333333333,0.30258333333333337
1977,ECUADOR,2041,71.9474,22.193,0.26983333333333337
1977,EGYPT,10326,72.80195,22.66775,0.3265
1977,EL SALVADOR,624,77.72030000000002,25.40016666666667,0.3478333333333334
1977,EQUATORIAL GUINEA,17,77.4083,25.22683333333333,0.3153333333333333
1977,ETHIOPIA,286,73.64705,23.137249999999995,0.31733333333333336
1977,FIJI,209,77.20490000000002,25.113833333333336,0.2644166666666667
1977,FINLAND,13695,34.10165,1.1675833333333328,0.22466666666666665
1977,FRANCE,131131,55.42985000000001,13.016583333333333,0.2214166666666667
1977,FRENCH GUIANA,93,78.76475,25.98041666666667,0.2426666666666667
1977,FRENCH POLYNESIA,75,79.50425000000001,26.39125,0.35908333333333337
1977,GABON,1722,76.19630000000002,24.5535,0.25299999999999995
1977,GAMBIA,31,82.52615000000002,28.07008333333333,0.3345833333333333
1977,GHANA,819,80.63539999999998,27.019666666666666,0.2514166666666666
1977,GREECE,12817,59.53639999999999,15.298000000000002,0.2730833333333333
1977,GREENLAND,197,-0.6704500000000048,-18.150250000000003,1.0135
1977,GRENADA,13,80.77175000000003,27.095416666666665,0.2881666666666667
1977,GUADELOUPE,143,80.09285,26.71825,0.2735833333333333
1977,GUATEMALA,1040,74.31725,23.50958333333333,0.2433333333333334
1977,GUINEA,246,78.43955,25.79975,0.2809166666666668
1977,GUINEA BISSAU,28,80.8838,27.15766666666666,0.3563333333333334
1977,GUYANA,518,79.3283,26.293500000000005,0.337
1977,HAITI,193,80.1656,26.75866666666667,0.3438333333333333
1977,HONDURAS,546,77.3501,25.194499999999994,0.2735
1977,HUNGARY,22690,50.5367,10.298166666666667,0.21483333333333327
1977,ICELAND,520,34.86485,1.591583333333333,0.38116666666666665
1977,INDIA,76098,75.72004999999999,24.28891666666667,0.2075
1977,INDONESIA,22480,78.62450000000003,25.902500000000003,0.21100000000000005
1977,IRAQ,11920,71.99315,22.21841666666667,0.30675
1977,IRELAND,6427,49.30205,9.61225,0.2331666666666667
1977,ISRAEL,5425,67.88419999999999,19.93566666666666,0.23425
1977,ITALY,97130,55.46975,13.03875,0.18766666666666668
1977,JAMAICA,2031,79.8044,26.558000000000003,0.31941666666666674
1977,JAPAN,255035,53.95685,12.19825,0.1949166666666667
1977,JORDAN,863,67.48025,19.71125,0.28391666666666665
1977,KENYA,1379,75.79475000000002,24.330416666666668,0.2788333333333333
1977,KIRIBATI,6,81.2144,27.341333333333345,0.4959166666666667
1977,KUWAIT,4696,78.0296,25.572000000000006,0.5740833333333334
1977,LEBANON,1520,64.28659999999999,17.937,0.27991666666666665
1977,LIBERIA,402,78.30365,25.72425,0.2579166666666667
1977,LUXEMBOURG,2980,49.46105,9.700583333333336,0.22716666666666666
1977,MADAGASCAR,231,73.7342,23.185666666666666,0.2549166666666666
1977,MALAWI,174,71.30765000000002,21.83758333333333,0.3085833333333334
1977,MALAYSIA,6166,78.96575,26.09208333333333,0.2165
1977,MALI,113,83.87554999999998,28.819750000000006,0.3403333333333334
1977,MALTA,219,66.08930000000001,18.9385,0.3355
1977,MARTINIQUE,233,79.56694999999998,26.426083333333334,0.266
1977,MAURITANIA,152,82.60985,28.11658333333333,0.36916666666666653
1977,MAURITIUS,175,75.47135000000002,24.15075,0.25366666666666665
1977,MEXICO,52590,69.51424999999999,20.84125,0.20775
1977,MONGOLIA,1356,31.3799,-0.3444999999999997,0.2393333333333334
1977,MONTSERRAT,7,80.22170000000001,26.78983333333333,0.28175
1977,MOROCCO,3464,63.91894999999999,17.732750000000006,0.4709999999999999
1977,MOZAMBIQUE,740,75.1949,23.99716666666667,0.2483333333333333
1977,NEPAL,92,59.24705,15.13725,0.4266666666666667
1977,NETHERLANDS,44799,50.06719999999999,10.037333333333336,0.23116666666666666
1977,NEW CALEDONIA,584,72.80210000000002,22.66783333333333,0.3545833333333333
1977,NEW ZEALAND,5536,50.23475,10.130416666666667,0.2509166666666666
1977,NICARAGUA,774,79.76825000000002,26.537916666666664,0.2471666666666667
1977,NIGER,100,80.76890000000002,27.09383333333333,0.40425
1977,NIGERIA,13790,80.39630000000002,26.88683333333334,0.2955
1977,NIUE,1,77.46499999999997,25.25833333333333,0.51425
1977,NORWAY,8473,31.98785,-0.006749999999999885,0.30525
1977,OMAN,2320,81.79745,27.66525,0.6395000000000001
1977,PAKISTAN,6651,70.1408,21.189333333333334,0.3353333333333333
1977,PANAMA,944,80.09015,26.71675,0.4246666666666667
1977,PAPUA NEW GUINEA,431,76.04285,24.46825000000001,0.24991666666666665
1977,PARAGUAY,316,75.47045,24.15025,0.25766666666666665
1977,PERU,6365,68.32535,20.18075,0.24775000000000005
1977,PHILIPPINES,10023,80.28410000000002,26.8245,0.2479166666666667
1977,POLAND,114269,46.6436,8.135333333333334,0.28958333333333336
1977,PORTUGAL,6198,58.2578,14.587666666666667,0.25675
1977,QATAR,2707,81.5357,27.51983333333333,0.4550000000000001
1977,REUNION,177,75.04715,23.91508333333333,0.2994166666666666
1977,ROMANIA,48650,48.78409999999999,9.3245,0.2101666666666667
1977,RWANDA,73,67.26785,19.59325,0.3055833333333333
1977,SAINT LUCIA,19,80.54135000000002,26.96741666666667,0.2520833333333334
1977,SAMOA,22,79.71215,26.50675,0.3420833333333333
1977,SAUDI ARABIA,32227,78.97025000000002,26.09458333333333,0.4770833333333333
1977,SENEGAL,612,83.3786,28.54366666666667,0.2999166666666667
1977,SEYCHELLES,23,80.5373,26.96516666666668,0.8045833333333333
1977,SIERRA LEONE,140,79.48100000000002,26.37833333333333,0.2635
1977,SINGAPORE,7720,80.2796,26.822000000000006,0.3083333333333333
1977,SOLOMON ISLANDS,22,80.34335,26.857416666666666,0.36666666666666653
1977,SOMALIA,218,80.94470000000003,27.1915,0.8346666666666668
1977,SOUTH AFRICA,54527,63.788,17.66,0.2508333333333334
1977,SPAIN,53358,56.3873,13.5485,0.21058333333333326
1977,SRI LANKA,796,81.03065,27.23925,0.22475
1977,SUDAN,1038,80.35265,26.86258333333333,0.3046666666666667
1977,SURINAME,518,79.5806,26.43366666666667,0.2425833333333333
1977,SWAZILAND,93,67.0064,19.448,0.2783333333333333
1977,SWEDEN,23399,36.18365,2.32425,0.2435833333333333
1977,SWITZERLAND,11204,45.27815,7.376750000000001,0.2404166666666667
1977,TAIWAN,16697,72.55039999999998,22.528,0.19975
1977,THAILAND,8770,79.46419999999998,26.369,0.2075
1977,TOGO,126,80.9504,27.194666666666667,0.2695
1977,TONGA,8,73.75865,23.19925,0.5920000000000001
1977,TRINIDAD AND TOBAGO,4411,79.82119999999998,26.56733333333333,0.3474166666666667
1977,TUNISIA,1843,69.1346,20.630333333333336,0.27725
1977,TURKEY,22245,53.51345,11.951916666666667,0.19400000000000006
1977,UGANDA,220,73.90415,23.28008333333333,0.3404166666666668
1977,UNITED ARAB EMIRATES,10577,83.42405000000002,28.56891666666667,0.4425833333333333
1977,UNITED KINGDOM,164916,47.5691,8.649500000000002,0.2380833333333333
1977,UNITED STATES,1293235,48.6857,9.269833333333334,0.16441666666666668
1977,URUGUAY,1541,64.39925,17.999583333333334,0.2574166666666667
1977,VENEZUELA,17380,78.07204999999998,25.595583333333334,0.34941666666666665
1977,ZAMBIA,1021,70.8107,21.56150000000001,0.32841666666666663
1977,ZIMBABWE,2536,70.529,21.405,0.2316666666666667
1978,AFGHANISTAN,589,57.7934,14.329666666666668,0.46
1978,ALBANIA,1771,54.07445000000001,12.263583333333335,0.2738333333333334
1978,ALGERIA,17052,73.6913,23.161833333333334,0.4385833333333334
1978,ANGOLA,1476,71.2706,21.817000000000004,0.4414166666666667
1978,ARGENTINA,27990,59.33495,15.186083333333334,0.20858333333333332
1978,AUSTRALIA,55090,70.88929999999998,21.605166666666666,0.18183333333333335
1978,AUSTRIA,15676,42.4163,5.786833333333332,0.3175833333333334
1978,BAHAMAS,1802,77.87209999999997,25.4845,0.2838333333333333
1978,BAHRAIN,2118,79.28525,26.26958333333334,0.4597500000000001
1978,BANGLADESH,1641,77.07019999999999,25.039,0.312
1978,BARBADOS,172,80.45389999999998,26.918833333333332,0.3018333333333333
1978,BELGIUM,37048,48.61805,9.23225,0.218
1978,BELIZE,59,77.63210000000002,25.35116666666667,0.3543333333333334
1978,BENIN,99,81.0389,27.24383333333333,0.2434166666666667
1978,BHUTAN,3,53.3753,11.875166666666667,0.38683333333333336
1978,BOTSWANA,227,71.04890000000002,21.69383333333333,0.39625
1978,BRAZIL,48248,76.8695,24.9275,0.21608333333333327
1978,BRITISH VIRGIN ISLANDS,8,80.09165,26.71758333333333,0.2812500000000001
1978,BULGARIA,22201,50.4605,10.255833333333333,0.25225000000000003
1978,BURKINA FASO,95,83.2022,28.445666666666664,0.25391666666666673
1978,BURUNDI,28,68.5652,20.314000000000004,0.4065833333333333
1978,CAMBODIA,14,80.64859999999999,27.026999999999997,0.2610833333333333
1978,CANADA,113416,22.459100000000007,-5.300499999999999,0.242
1978,CAPE VERDE,57,76.25630000000002,24.58683333333333,0.8268333333333334
1978,CAYMAN ISLANDS,25,80.59220000000002,26.99566666666668,0.3624166666666666
1978,CENTRAL AFRICAN REPUBLIC,40,77.7182,25.399,0.2341666666666667
1978,CHAD,53,80.79814999999998,27.11008333333333,0.3621666666666667
1978,CHILE,6258,49.92455,9.958083333333336,0.2750833333333333
1978,CHRISTMAS ISLAND,25,78.75785,25.97658333333333,0.3783333333333333
1978,COLOMBIA,11367,77.22005,25.122250000000005,0.25325000000000003
1978,COMOROS,8,78.59419999999999,25.885666666666665,0.29025
1978,CONGO,88,76.29620000000001,24.609,0.2164166666666667
1978,COSTA RICA,797,78.61865,25.89925,0.3561666666666667
1978,CUBA,8369,78.12830000000002,25.626833333333334,0.22458333333333336
1978,CYPRUS,766,66.62795000000001,19.23775,0.3059166666666667
1978,DENMARK,16667,-0.2526999999999999,-17.918166666666668,0.8992499999999999
1978,DJIBOUTI,55,84.31385,29.06325,0.5763333333333335
1978,DOMINICA,7,79.72835,26.51575,0.3146666666666667
1978,DOMINICAN REPUBLIC,1486,78.72439999999997,25.958000000000002,0.26366666666666666
1978,ECUADOR,2843,71.75614999999998,22.08675000000001,0.2823333333333333
1978,EGYPT,10721,73.31660000000002,22.953666666666663,0.3170833333333333
1978,EL SALVADOR,652,77.58515,25.325083333333332,0.33775
1978,EQUATORIAL GUINEA,19,77.039,25.02166666666667,0.301
1978,ETHIOPIA,374,73.61104999999998,23.11725,0.3657500000000001
1978,FIJI,194,77.00045000000001,25.00025,0.2630833333333333
1978,FINLAND,14157,32.20715,0.11508333333333275,0.2425833333333333
1978,FRANCE,137949,54.7826,12.657000000000002,0.23016666666666666
1978,FRENCH GUIANA,90,78.87214999999998,26.04008333333334,0.23016666666666666
1978,FRENCH POLYNESIA,85,79.0922,26.162333333333336,0.3608333333333333
1978,GABON,2062,75.82520000000002,24.34733333333333,0.2171666666666667
1978,GAMBIA,38,81.7847,27.658166666666666,0.3185833333333333
1978,GHANA,810,80.26549999999997,26.81416666666667,0.29458333333333336
1978,GREECE,13112,58.316,14.620000000000005,0.23225
1978,GREENLAND,107,-1.2065500000000002,-18.448083333333333,0.9211666666666668
1978,GRENADA,14,81.06125000000002,27.25625,0.3149166666666667
1978,GUADELOUPE,144,80.14640000000001,26.748,0.274
1978,GUATEMALA,1126,74.31484999999998,23.50825,0.2805833333333333
1978,GUINEA,246,78.19310000000002,25.66283333333333,0.2655833333333333
1978,GUINEA BISSAU,28,80.39735,26.88741666666667,0.32249999999999995
1978,GUYANA,561,79.3511,26.306166666666666,0.273
1978,HAITI,206,80.0732,26.70733333333333,0.28508333333333336
1978,HONDURAS,559,77.22800000000002,25.126666666666665,0.30516666666666664
1978,HUNGARY,24049,48.5177,9.1765,0.2375833333333333
1978,ICELAND,525,35.12225,1.7345833333333331,0.3640833333333333
1978,INDIA,77201,75.21320000000001,24.00733333333333,0.22816666666666666
1978,INDONESIA,25616,78.77315,25.985083333333336,0.21966666666666668
1978,IRAQ,11540,72.33215,22.40675,0.3603333333333334
1978,IRELAND,6428,49.36745,9.648583333333336,0.23566666666666666
1978,ISRAEL,5775,68.34605000000002,20.192250000000005,0.26375
1978,ITALY,101782,54.27260000000001,12.373666666666667,0.22183333333333333
1978,JAMAICA,2487,79.50905,26.393916666666666,0.34166666666666673
1978,JAPAN,246492,54.509600000000006,12.505333333333333,0.19983333333333334
1978,JORDAN,993,67.9943,19.996833333333328,0.3330833333333333
1978,KENYA,1452,75.3365,24.075833333333332,0.27591666666666664
1978,KIRIBATI,6,80.54899999999999,26.971666666666675,0.4569999999999999
1978,KUWAIT,5727,77.85125000000002,25.472916666666666,0.4930000000000001
1978,LEBANON,1558,64.8569,18.253833333333336,0.2839166666666667
1978,LIBERIA,411,78.12544999999999,25.625249999999994,0.3155833333333333
1978,LUXEMBOURG,3231,47.8688,8.816,0.2568333333333333
1978,MADAGASCAR,278,73.70870000000002,23.1715,0.27825000000000005
1978,MALAWI,183,70.86800000000002,21.59333333333333,0.3010833333333333
1978,MALAYSIA,6337,79.1471,26.192833333333336,0.22433333333333336
1978,MALI,108,83.9735,28.874166666666664,0.3083333333333333
1978,MALTA,255,64.75550000000001,18.1975,0.2928333333333333
1978,MARTINIQUE,199,79.72835,26.51575,0.3146666666666667
1978,MAURITANIA,159,82.4012,28.00066666666667,0.35191666666666666
1978,MAURITIUS,172,75.18035000000002,23.989083333333333,0.3256666666666667
1978,MEXICO,60717,69.35990000000001,20.7555,0.22558333333333336
1978,MONGOLIA,1577,32.223800000000004,0.12433333333333399,0.2448333333333333
1978,MONTSERRAT,7,80.24855000000002,26.80475,0.2730833333333333
1978,MOROCCO,3566,64.31495,17.952749999999995,0.4054999999999999
1978,MOZAMBIQUE,784,74.7941,23.7745,0.22475
1978,NEPAL,90,58.39505,14.663916666666667,0.5373333333333333
1978,NETHERLANDS,46509,48.81995,9.344416666666666,0.2491666666666667
1978,NEW CALEDONIA,421,73.24535,22.914083333333334,0.38225
1978,NEW ZEALAND,4911,51.87695,11.04275,0.25299999999999995
1978,NICARAGUA,718,79.45295,26.362749999999995,0.266
1978,NIGER,114,81.83555,27.686416666666666,0.371
1978,NIGERIA,13170,80.2085,26.7825,0.27183333333333337
1978,NIUE,1,77.31905,25.17725,0.4940833333333333
1978,NORWAY,9488,31.18355,-0.453583333333333,0.3164166666666667
1978,OMAN,2126,81.1103,27.283500000000004,0.6706666666666666
1978,PAKISTAN,7128,69.33784999999999,20.743250000000003,0.31366666666666665
1978,PANAMA,775,79.65050000000002,26.4725,0.3603333333333334
1978,PAPUA NEW GUINEA,457,76.5365,24.7425,0.40208333333333335
1978,PARAGUAY,398,75.34669999999998,24.081500000000005,0.282
1978,PERU,6125,68.1494,20.083,0.2419166666666667
1978,PHILIPPINES,10220,79.99580000000002,26.66433333333333,0.23125000000000004
1978,POLAND,117823,44.81465,7.119250000000001,0.27699999999999997
1978,PORTUGAL,6202,58.688,14.826666666666664,0.28791666666666665
1978,QATAR,2872,80.7596,27.08866666666667,0.6463333333333333
1978,REUNION,196,74.76725,23.75958333333333,0.345
1978,ROMANIA,52878,47.0489,8.360499999999998,0.238
1978,RWANDA,79,67.13329999999999,19.5185,0.37575
1978,SAINT LUCIA,27,80.7407,27.07816666666667,0.2711666666666667
1978,SAMOA,29,79.4993,26.388500000000004,0.2476666666666667
1978,SAUDI ARABIA,31397,78.87814999999998,26.04341666666667,0.54025
1978,SENEGAL,717,82.6778,28.154333333333334,0.29525
1978,SEYCHELLES,21,80.8175,27.120833333333334,0.436
1978,SIERRA LEONE,194,79.28269999999998,26.268166666666666,0.35191666666666666
1978,SINGAPORE,9044,80.42825,26.90458333333334,0.34025
1978,SOLOMON ISLANDS,17,80.46395,26.92441666666667,0.3346666666666667
1978,SOMALIA,152,81.18560000000002,27.325333333333337,0.6614166666666667
1978,SOUTH AFRICA,55113,63.33755000000002,17.409750000000006,0.2731666666666667
1978,SPAIN,54675,56.69,13.716666666666667,0.2318333333333333
1978,SRI LANKA,941,81.185,27.325,0.2775833333333333
1978,SUDAN,938,80.88605,27.15891666666667,0.30350000000000005
1978,SURINAME,653,79.7225,26.512500000000006,0.23216666666666666
1978,SWAZILAND,120,66.41285,19.11825,0.34275000000000005
1978,SWEDEN,21689,35.1077,1.7265000000000006,0.24458333333333335
1978,SWITZERLAND,11513,43.88479999999999,6.602666666666669,0.26075000000000004
1978,TAIWAN,19400,72.07054999999998,22.261416666666666,0.22875000000000004
1978,THAILAND,9563,79.69760000000002,26.498666666666665,0.22525000000000006
1978,TOGO,97,80.50805,26.948916666666676,0.2569166666666666
1978,TONGA,10,73.76135000000002,23.20075,0.4255
1978,TRINIDAD AND TOBAGO,4180,79.96175,26.645416666666666,0.3305833333333333
1978,TUNISIA,2043,67.5968,19.776,0.3571666666666667
1978,TURKEY,21068,53.85245000000001,12.14025,0.1995
1978,UGANDA,191,73.7537,23.1965,0.3771666666666666
1978,UNITED ARAB EMIRATES,12221,82.52570000000001,28.06983333333333,0.5665833333333333
1978,UNITED KINGDOM,165008,47.38715000000001,8.548416666666666,0.24558333333333335
1978,UNITED STATES,1333750,47.75254999999999,8.751416666666666,0.2043333333333333
1978,URUGUAY,1566,63.46175,17.47875,0.2625833333333333
1978,VENEZUELA,18732,77.89819999999997,25.499000000000002,0.326
1978,ZAMBIA,948,70.09175,21.162083333333328,0.33399999999999996
1978,ZIMBABWE,2535,69.6644,20.924666666666667,0.2113333333333333
1979,AFGHANISTAN,611,57.67175,14.262083333333335,0.3865
1979,ALBANIA,2069,55.38050000000001,12.989166666666668,0.2738333333333333
1979,ALGERIA,12441,74.1143,23.39683333333333,0.319
1979,ANGOLA,1501,71.86055,22.14475,0.411
1979,ARGENTINA,30189,58.95440000000002,14.974666666666666,0.21925000000000006
1979,AUSTRALIA,55923,72.0542,22.252333333333336,0.19175
1979,AUSTRIA,16797,43.5272,6.404,0.2575833333333333
1979,BAHAMAS,1890,77.86595,25.48108333333333,0.21891666666666665
1979,BAHRAIN,2218,80.25455000000002,26.80808333333334,0.451
1979,BANGLADESH,1813,78.27994999999999,25.71108333333333,0.3033333333333333
1979,BARBADOS,164,80.31949999999998,26.84416666666667,0.32391666666666663
1979,BELGIUM,38242,48.30545,9.058583333333333,0.20725
1979,BELIZE,57,77.88799999999998,25.493333333333336,0.3463333333333333
1979,BENIN,100,81.60919999999999,27.560666666666673,0.2525833333333333
1979,BHUTAN,6,54.39815000000001,12.443416666666666,0.4153333333333333
1979,BOTSWANA,257,72.25835,22.36575000000001,0.33299999999999996
1979,BRAZIL,51356,76.8998,24.94433333333333,0.2038333333333333
1979,BRITISH VIRGIN ISLANDS,8,79.7888,26.54933333333333,0.3390833333333333
1979,BULGARIA,21585,51.82055,11.011416666666667,0.2545
1979,BURKINA FASO,111,83.26820000000002,28.48233333333334,0.2559166666666667
1979,BURUNDI,30,68.67725,20.37625,0.4540833333333333
1979,CAMBODIA,8,81.04565000000002,27.24758333333333,0.2738333333333333
1979,CANADA,120553,22.98965,-5.00575,0.2355833333333333
1979,CAPE VERDE,68,76.87730000000003,24.93183333333334,0.7453333333333333
1979,CAYMAN ISLANDS,25,80.60390000000002,27.002166666666664,0.24050000000000005
1979,CENTRAL AFRICAN REPUBLIC,28,78.21785,25.67658333333333,0.2438333333333333
1979,CHAD,55,81.5924,27.55133333333333,0.4673333333333333
1979,CHILE,6780,49.63505000000001,9.79725,0.2851666666666667
1979,CHRISTMAS ISLAND,27,79.1291,26.18283333333333,0.4070833333333333
1979,COLOMBIA,12117,77.3696,25.20533333333334,0.24458333333333335
1979,COMOROS,6,78.6596,25.922,0.2884166666666667
1979,CONGO,95,76.80395,24.891083333333334,0.2021666666666667
1979,COSTA RICA,762,78.5723,25.873500000000003,0.327
1979,CUBA,8648,78.22085,25.67825,0.20525
1979,CYPRUS,819,67.20035,19.555750000000003,0.2485833333333333
1979,DENMARK,17180,-0.5289999999999999,-18.071666666666673,0.8985833333333334
1979,DJIBOUTI,99,84.26450000000001,29.03583333333333,0.6206666666666666
