year,country,co2,avg_yly_tmp_f,avg_yly_tmp_c,avg_yly_tmp_uncertainty
1965,TOGO,36.0,80.2343,26.79683333,0.27275
1965,TONGA,3.0,72.88535,22.71408333,0.595
1965,TRINIDAD AND TOBAGO,1417.0,79.38065,26.32258333,0.338
1965,TUNISIA,672.0,67.9511,19.97283333,0.412083333
1965,TURKEY,7469.0,53.00855,11.67141667,0.281166667
1965,UGANDA,171.0,73.45355,23.02975,0.4065
1965,UNITED ARAB EMIRATES,6.0,82.01405,27.78558333,0.604666667
1965,UNITED KINGDOM,169790.0,46.6781,8.1545,0.280583333
1965,URUGUAY,1506.0,63.70715,17.61508333,0.378333333
1965,VENEZUELA,16577.0,77.52395,25.29108333,0.328583333
1965,ZAMBIA,1068.0,69.8768,21.04266667,0.26675
1965,ZIMBABWE,1422.0,69.7862,20.99233333,0.264
1966,AFGHANISTAN,298.0,57.8174,14.343,0.349333333
1966,ALBANIA,696.0,55.76825,13.20458333,0.30425
1966,ALGERIA,2299.0,73.9424,23.30133333,0.387333333
1966,ANGOLA,424.0,71.78585,22.10325,0.266916667
1966,ARGENTINA,17218.0,58.4204,14.678,0.258083333
1966,AUSTRALIA,32815.0,70.4498,21.361,0.186166667
1966,AUSTRIA,10706.0,44.37215,6.873416667,0.2615
1966,BAHAMAS,298.0,76.91105,24.95058333,0.338416667
1966,BAHRAIN,177.0,79.8791,26.5995,0.395
1966,BARBADOS,73.0,80.1122,26.729,0.324333333
1966,BELGIUM,28690.0,49.82285,9.901583333,0.236
1966,BELIZE,22.0,77.024,25.01333333,0.346916667
1966,BENIN,31.0,81.0383,27.2435,0.313166667
1966,BRAZIL,17536.0,77.15555,25.08641667,0.238
1966,BRITISH VIRGIN ISLANDS,3.0,79.5917,26.43983333,0.310583333
1966,BULGARIA,13299.0,53.0024,11.668,0.268333333
1966,BURKINA FASO,28.0,82.7654,28.203,0.261583333
1966,BURUNDI,13.0,68.2109,20.11716667,0.542083333
1966,CAMBODIA,128.0,81.28415,27.38008333,0.2615
1966,CANADA,70717.0,22.7456,-5.141333333,0.237583333
1966,CAPE VERDE,6.0,76.05755,24.47641667,0.49175
1966,CAYMAN ISLANDS,5.0,79.89605,26.60891667,0.357583333
1966,CENTRAL AFRICAN REPUBLIC,23.0,77.64995,25.36108333,0.308083333
1966,CHAD,23.0,80.6138,27.00766667,0.587416667
1966,CHILE,5125.0,49.09625,9.497916667,0.334583333
1966,COLOMBIA,6409.0,77.37095,25.20608333,0.233333333
1966,COMOROS,5.0,78.63065,25.90591667,0.305416667
1966,CONGO,84.0,76.45685,24.69825,0.204416667
1966,COSTA RICA,271.0,78.67625,25.93125,0.405583333
1966,CUBA,4141.0,77.47715,25.26508333,0.376666667
1966,CYPRUS,339.0,67.3757,19.65316667,0.319916667
1966,DENMARK,13670.0,-0.9613,-18.31183333,1.041666667
1966,DJIBOUTI,38.0,83.8751,28.8195,0.525833333
1966,DOMINICA,4.0,79.44545,26.35858333,0.349833333
1966,DOMINICAN REPUBLIC,456.0,78.43505,25.79725,0.260333333
1966,ECUADOR,660.0,71.89955,22.16641667,0.25475
1966,EGYPT,7244.0,74.0657,23.36983333,0.298833333
1966,EL SALVADOR,356.0,77.10605,25.05891667,0.347166667
1966,EQUATORIAL GUINEA,7.0,77.4869,25.2705,0.258166667
1966,ETHIOPIA,225.0,73.3214,22.95633333,0.356
1966,FIJI,88.0,76.5329,24.7405,0.316583333
1966,FINLAND,8050.0,31.53905,-0.256083333,0.3105
1966,FRENCH GUIANA,12.0,79.07975,26.15541667,0.256583333
1966,FRENCH POLYNESIA,33.0,79.5452,26.414,0.35925
1966,GABON,104.0,76.2722,24.59566667,0.217583333
1966,GAMBIA,9.0,81.88955,27.71641667,0.32
1966,GHANA,393.0,80.4377,26.90983333,0.25025
1966,GREECE,5086.0,60.1838,15.65766667,0.30075
1966,GREENLAND,106.0,-1.91635,-18.84241667,1.066083333
1966,GRENADA,8.0,80.70965,27.06091667,0.261333333
1966,GUADELOUPE,69.0,79.7363,26.52016667,0.403416667
1966,GUATEMALA,475.0,73.6691,23.1495,0.259333333
1966,GUINEA,196.0,78.1079,25.6155,0.275333333
1966,GUINEA BISSAU,18.0,80.46785,26.92658333,0.289416667
1966,GUYANA,322.0,79.60415,26.44675,0.3065
1966,HAITI,83.0,79.72385,26.51325,0.340333333
1966,HONDURAS,220.0,76.62215,24.79008333,0.305916667
1966,HUNGARY,16835.0,50.99135,10.55075,0.279833333
1966,ICELAND,408.0,33.9644,1.091333333,0.399166667
1966,INDIA,46841.0,75.98945,24.43858333,0.261583333
1966,INDONESIA,6380.0,78.69905,25.94391667,0.214333333
1966,IRAQ,7555.0,73.5407,23.07816667,0.303833333
1966,IRELAND,4121.0,49.3364,9.631333333,0.276833333
1966,ISRAEL,3708.0,68.91635,20.50908333,0.28125
1966,JAMAICA,960.0,79.1285,26.1825,0.419916667
1966,JAPAN,114465.0,53.84195,12.13441667,0.18925
1966,JORDAN,432.0,68.57735,20.32075,0.29375
1966,KENYA,732.0,75.5897,24.2165,0.328916667
1966,KIRIBATI,3.0,80.70035,27.05575,0.618666667
1966,KUWAIT,9586.0,79.07105,26.15058333,0.44375
1966,LEBANON,990.0,65.5613,18.64516667,0.3075
1966,LIBERIA,167.0,78.0515,25.58416667,0.32125
1966,LUXEMBOURG,3169.0,49.4075,9.670833333,0.266416667
1966,MADAGASCAR,158.0,73.25405,22.91891667,0.363
1966,MALAWI,117.0,71.04485,21.69158333,0.243416667
1966,MALI,52.0,83.7578,28.75433333,0.447833333
1966,MALTA,113.0,65.49995,18.61108333,0.401833333
1966,MARTINIQUE,74.0,79.44545,26.35858333,0.349833333
1966,MAURITANIA,49.0,82.3739,27.9855,0.43575
1966,MAURITIUS,75.0,74.53445,23.63025,0.287416667
1966,MEXICO,22070.0,68.7014,20.38966667,0.21775
1966,MONGOLIA,533.0,30.9812,-0.566,0.306333333
1966,MONTSERRAT,2.0,79.8068,26.55933333,0.4265
1966,MOROCCO,1491.0,64.31195,17.95108333,0.4295
1966,MOZAMBIQUE,580.0,74.9927,23.88483333,0.230833333
1966,NEPAL,52.0,59.70335,15.39075,0.47025
1966,NETHERLANDS,28267.0,49.6901,9.827833333,0.2815
1966,NEW CALEDONIA,412.0,71.95265,22.19591667,0.393916667
1966,NEW ZEALAND,3822.0,50.71085,10.39491667,0.304916667
1966,NICARAGUA,262.0,79.15055,26.19475,0.347583333
1966,NIGER,37.0,81.34025,27.41125,0.513583333
1966,NIGERIA,3520.0,80.20145,26.77858333,0.286166667
1966,NORWAY,5335.0,30.1124,-1.048666667,0.371083333
1966,OMAN,8.0,80.4986,26.94366667,0.739416667
1966,PANAMA,452.0,79.83695,26.57608333,0.307
1966,PAPUA NEW GUINEA,93.0,76.0661,24.48116667,0.325583333
1966,PARAGUAY,140.0,74.37575,23.54208333,0.3495
1966,PERU,3615.0,68.43305,20.24058333,0.236916667
1966,PHILIPPINES,4397.0,80.53445,26.96358333,0.230833333
1966,POLAND,68906.0,46.6946,8.163666667,0.369
1966,PORTUGAL,3232.0,58.99145,14.99525,0.29075
1966,QATAR,1712.0,80.97905,27.21058333,0.710083333
1966,REUNION,49.0,74.13845,23.41025,0.32025
1966,ROMANIA,22957.0,49.86515,9.925083333,0.260083333
1966,RWANDA,12.0,66.6827,19.26816667,0.57225
1966,SAINT LUCIA,8.0,80.4656,26.92533333,0.296166667
1966,SAMOA,7.0,79.68845,26.49358333,0.374833333
1966,SAUDI ARABIA,1749.0,79.1582,26.199,0.46025
1966,SENEGAL,469.0,82.73315,28.18508333,0.3045
1966,SEYCHELLES,2.0,80.5064,26.948,0.38925
1966,SIERRA LEONE,82.0,79.1078,26.171,0.28025
1966,SINGAPORE,184.0,80.3981,26.88783333,0.241416667
1966,SOLOMON ISLANDS,7.0,79.76975,26.53875,0.282166667
1966,SOMALIA,38.0,80.2511,26.80616667,0.680166667
1966,SOUTH AFRICA,35003.0,64.052,17.80666667,0.248916667
1966,SPAIN,21197.0,57.14585,13.96991667,0.246916667
1966,SRI LANKA,726.0,81.35735,27.42075,0.23375
1966,SUDAN,721.0,81.2885,27.3825,0.3205
1966,SURINAME,299.0,79.9535,26.64083333,0.259416667
1966,SWAZILAND,55.0,66.5084,19.17133333,0.265916667
1966,SWEDEN,19796.0,34.1411,1.1895,0.304083333
1966,SWITZERLAND,8598.0,45.3896,7.438666667,0.268916667
1966,TAIWAN,5315.0,72.8933,22.7185,0.263166667
1966,THAILAND,2585.0,80.26925,26.81625,0.230166667
1966,TOGO,49.0,80.66495,27.03608333,0.266083333
1966,TONGA,3.0,73.3703,22.9835,0.625416667
1966,TRINIDAD AND TOBAGO,1106.0,79.7216,26.512,0.253166667
1966,TUNISIA,787.0,68.4011,20.22283333,0.305833333
1966,TURKEY,8603.0,56.14355,13.41308333,0.20925
1966,UGANDA,200.0,73.5941,23.10783333,0.442
1966,UNITED ARAB EMIRATES,7.0,82.21445,27.89691667,0.700166667
1966,UNITED KINGDOM,168684.0,47.40785,8.559916667,0.253666667
1966,URUGUAY,1474.0,62.4266,16.90366667,0.3595
1966,VENEZUELA,15552.0,77.9756,25.542,0.25325
1966,ZAMBIA,955.0,71.0006,21.667,0.27
1966,ZIMBABWE,1649.0,70.5461,21.4145,0.245416667
1967,AFGHANISTAN,350.0,56.59385,13.66325,0.404
1967,ALBANIA,731.0,54.71915,12.62175,0.348416667
1967,ALGERIA,2302.0,73.151,22.86166667,0.390333333
1967,ANGOLA,271.0,71.19755,21.77641667,0.288916667
1967,ARGENTINA,17874.0,59.08955,15.04975,0.229166667
1967,AUSTRALIA,35251.0,70.92575,21.62541667,0.199416667
1967,AUSTRIA,10899.0,44.3087,6.838166667,0.290666667
1967,BAHAMAS,465.0,77.57675,25.32041667,0.430833333
1967,BAHRAIN,274.0,77.8601,25.47783333,0.40725
1967,BARBADOS,92.0,79.66715,26.48175,0.36575
1967,BELGIUM,29308.0,50.10185,10.05658333,0.273916667
1967,BELIZE,33.0,77.50655,25.28141667,0.467166667
1967,BENIN,39.0,80.55695,26.97608333,0.266916667
1967,BRAZIL,18051.0,77.0246,25.01366667,0.247916667
1967,BRITISH VIRGIN ISLANDS,1.0,79.214,26.23,0.290333333
1967,BULGARIA,15044.0,51.2021,10.66783333,0.257916667
1967,BURKINA FASO,28.0,82.25315,27.91841667,0.262583333
1967,BURUNDI,13.0,67.88915,19.93841667,0.415333333
1967,CAMBODIA,114.0,79.97855,26.65475,0.287083333
1967,CANADA,76874.0,22.49225,-5.282083333,0.245583333
1967,CAPE VERDE,5.0,75.2624,24.03466667,0.487416667
1967,CAYMAN ISLANDS,4.0,80.2046,26.78033333,0.371916667
1967,CENTRAL AFRICAN REPUBLIC,25.0,77.20595,25.11441667,0.282416667
1967,CHAD,32.0,80.516,26.95333333,0.461416667
1967,CHILE,5252.0,49.22345,9.568583333,0.302333333
1967,COLOMBIA,6740.0,76.71965,24.84425,0.279916667
1967,COMOROS,5.0,78.60695,25.89275,0.290333333
1967,CONGO,88.0,75.98795,24.43775,0.222666667
1967,COSTA RICA,239.0,77.7938,25.441,0.45375
1967,CUBA,4295.0,78.04145,25.57858333,0.298083333
1967,CYPRUS,372.0,65.0741,18.3745,0.319416667
1967,DENMARK,13383.0,-0.45925,-18.03291667,0.993833333
1967,DJIBOUTI,24.0,83.39975,28.55541667,0.557
1967,DOMINICA,6.0,78.971,26.095,0.363083333
1967,DOMINICAN REPUBLIC,428.0,78.3914,25.773,0.252083333
1967,ECUADOR,707.0,71.252,21.80666667,0.289666667
1967,EGYPT,5366.0,72.10565,22.28091667,0.303333333
1967,EL SALVADOR,316.0,76.83425,24.90791667,0.32775
1967,EQUATORIAL GUINEA,7.0,77.05655,25.03141667,0.240083333
1967,ETHIOPIA,293.0,72.89165,22.71758333,0.367916667
1967,FIJI,97.0,76.90985,24.94991667,0.330916667
1967,FINLAND,7804.0,35.6228,2.012666667,0.2635
1967,FRENCH GUIANA,19.0,78.3458,25.74766667,0.333583333
1967,FRENCH POLYNESIA,38.0,78.78215,25.99008333,0.352083333
1967,GABON,276.0,75.7211,24.2895,0.215416667
1967,GAMBIA,9.0,80.9021,27.16783333,0.367916667
1967,GHANA,408.0,79.85015,26.58341667,0.273083333
1967,GREECE,5327.0,58.7459,14.85883333,0.259833333
1967,GREENLAND,114.0,-1.4503,-18.5835,1.016833333
1967,GRENADA,10.0,80.1668,26.75933333,0.323333333
1967,GUADELOUPE,79.0,79.2644,26.258,0.346583333
1967,GUATEMALA,541.0,73.6691,23.1495,0.28475
1967,GUINEA,198.0,77.52215,25.29008333,0.2975
1967,GUINEA BISSAU,13.0,79.68785,26.49325,0.309916667
1967,GUYANA,361.0,78.82415,26.01341667,0.311833333
1967,HAITI,71.0,79.8215,26.5675,0.314833333
1967,HONDURAS,239.0,76.5728,24.76266667,0.307166667
1967,HUNGARY,16043.0,50.58035,10.32241667,0.282
1967,ICELAND,394.0,33.82565,1.01425,0.398083333
1967,INDIA,46970.0,75.18575,23.99208333,0.26875
1967,INDONESIA,6698.0,78.50315,25.83508333,0.221916667
1967,IRAQ,5016.0,69.93965,21.07758333,0.345583333
1967,IRELAND,4476.0,49.08455,9.491416667,0.2575
1967,ISRAEL,3693.0,66.34565,19.08091667,0.289
1967,JAMAICA,1055.0,79.13555,26.18641667,0.496166667
1967,JAPAN,133592.0,54.0794,12.26633333,0.200833333
1967,JORDAN,386.0,65.5601,18.6445,0.315416667
1967,KENYA,737.0,75.44555,24.13641667,0.331333333
1967,KIRIBATI,6.0,80.43665,26.90925,0.515
1967,KUWAIT,6938.0,76.0034,24.44633333,0.407833333
1967,LEBANON,974.0,62.6366,17.02033333,0.353083333
1967,LIBERIA,167.0,77.5337,25.2965,0.30775
1967,LUXEMBOURG,3098.0,49.5236,9.735333333,0.25075
1967,MADAGASCAR,230.0,73.67525,23.15291667,0.2805
1967,MALAWI,100.0,70.7798,21.54433333,0.299666667
1967,MALI,61.0,82.7651,28.20283333,0.393666667
1967,MALTA,142.0,65.50685,18.61491667,0.371916667
1967,MARTINIQUE,81.0,78.971,26.095,0.363083333
1967,MAURITANIA,54.0,81.09545,27.27525,0.306333333
1967,MAURITIUS,136.0,74.6951,23.7195,0.335916667
1967,MEXICO,24571.0,69.23,20.68333333,0.217333333
1967,MONGOLIA,587.0,30.3662,-0.907666667,0.303666667
1967,MONTSERRAT,2.0,79.3358,26.29766667,0.347916667
1967,MOROCCO,1477.0,63.57845,17.54358333,0.455833333
1967,MOZAMBIQUE,511.0,74.8076,23.782,0.262416667
1967,NEPAL,58.0,58.5842,14.769,0.396916667
1967,NETHERLANDS,29120.0,50.5286,10.29366667,0.274333333
1967,NEW CALEDONIA,402.0,73.2728,22.92933333,0.32825
1967,NEW ZEALAND,3720.0,50.90795,10.50441667,0.3115
1967,NICARAGUA,295.0,78.72425,25.95791667,0.317333333
1967,NIGER,36.0,81.1331,27.29616667,0.475
1967,NIGERIA,3501.0,79.8713,26.59516667,0.291833333
1967,NORWAY,5271.0,32.7476,0.415333333,0.329916667
1967,OMAN,37.0,80.2676,26.81533333,0.919083333
1967,PANAMA,463.0,79.2182,26.23233333,0.294083333
1967,PAPUA NEW GUINEA,119.0,75.8018,24.33433333,0.265166667
1967,PARAGUAY,133.0,75.06155,23.92308333,0.422
1967,PERU,3724.0,67.9352,19.964,0.26025
1967,PHILIPPINES,4972.0,79.83275,26.57375,0.2425
1967,POLAND,70707.0,47.3747,8.5415,0.300333333
1967,PORTUGAL,3384.0,58.4594,14.69966667,0.269416667
1967,QATAR,1824.0,79.80755,26.55975,0.539833333
1967,REUNION,58.0,74.4035,23.5575,0.361583333
1967,ROMANIA,25124.0,48.716,9.286666667,0.274666667
1967,RWANDA,11.0,66.38585,19.10325,0.416833333
1967,SAINT LUCIA,9.0,79.99565,26.66425,0.3295
1967,SAMOA,7.0,79.0226,26.12366667,0.276666667
1967,SAUDI ARABIA,6956.0,77.31125,25.17291667,0.409083333
1967,SENEGAL,191.0,81.65405,27.58558333,0.3285
1967,SEYCHELLES,2.0,80.4473,26.91516667,0.492916667
1967,SIERRA LEONE,69.0,78.7568,25.976,0.324
1967,SINGAPORE,834.0,80.02715,26.68175,0.247333333
1967,SOLOMON ISLANDS,9.0,79.75835,26.53241667,0.272166667
1967,SOMALIA,62.0,80.4941,26.94116667,0.6105
1967,SOUTH AFRICA,36511.0,63.1541,17.30783333,0.251166667
1967,SPAIN,23594.0,56.65625,13.69791667,0.246
1967,SRI LANKA,804.0,80.7128,27.06266667,0.207833333
1967,SUDAN,869.0,79.9289,26.62716667,0.338666667
1967,SURINAME,364.0,79.31225,26.28458333,0.300166667
1967,SWAZILAND,62.0,65.8772,18.82066667,0.27075
1967,SWEDEN,18817.0,37.27985,2.93325,0.285583333
1967,SWITZERLAND,8880.0,45.47015,7.483416667,0.276416667
1967,TAIWAN,6000.0,71.5967,21.99816667,0.235916667
1967,THAILAND,3318.0,78.97595,26.09775,0.26025
1967,TOGO,54.0,80.0666,26.70366667,0.27625
1967,TONGA,4.0,73.9994,23.333,0.459
1967,TRINIDAD AND TOBAGO,1265.0,79.02365,26.12425,0.344083333
1967,TUNISIA,842.0,67.9031,19.94616667,0.29775
1967,TURKEY,9142.0,51.8444,11.02466667,0.236333333
1967,UGANDA,221.0,73.2683,22.92683333,0.472416667
1967,UNITED ARAB EMIRATES,250.0,81.7535,27.64083333,0.731416667
1967,UNITED KINGDOM,161581.0,47.8997,8.833166667,0.278916667
1967,URUGUAY,1332.0,63.85715,17.69841667,0.334666667
1967,VENEZUELA,17948.0,77.10605,25.05891667,0.273833333
1967,ZAMBIA,1307.0,70.2485,21.24916667,0.32625
1967,ZIMBABWE,1445.0,70.0616,21.14533333,0.23975
1968,AFGHANISTAN,334.0,56.7722,13.76233333,0.436416667
1968,ALBANIA,838.0,55.16525,12.86958333,0.318083333
1968,ALGERIA,2471.0,73.73465,23.18591667,0.357666667
1968,ANGOLA,456.0,71.1467,21.74816667,0.31
1968,ARGENTINA,18839.0,59.35445,15.19691667,0.20425
1968,AUSTRALIA,36712.0,70.6319,21.46216667,0.1845
1968,AUSTRIA,11549.0,43.48265,6.37925,0.308166667
1968,BAHAMAS,445.0,76.793,24.885,0.392916667
1968,BAHRAIN,301.0,78.65945,25.92191667,0.444083333
1968,BARBADOS,120.0,79.70345,26.50191667,0.374583333
1968,BELGIUM,32331.0,48.9422,9.412333333,0.259916667
1968,BELIZE,28.0,77.0819,25.0455,0.369916667
1968,BENIN,42.0,80.9162,27.17566667,0.269333333
1968,BRAZIL,21113.0,76.33625,24.63125,0.233833333
1968,BRITISH VIRGIN ISLANDS,4.0,79.382,26.32333333,0.25375
1968,BULGARIA,16233.0,51.81485,11.00825,0.312583333
1968,BURKINA FASO,28.0,82.62125,28.12291667,0.221333333
1968,BURUNDI,15.0,67.8659,19.9255,0.57725
1968,CAMBODIA,134.0,80.61605,27.00891667,0.264916667
1968,CANADA,82776.0,23.63765,-4.64575,0.218333333
1968,CAPE VERDE,8.0,74.99195,23.88441667,0.445583333
1968,CAYMAN ISLANDS,6.0,79.66355,26.47975,0.335166667
1968,CENTRAL AFRICAN REPUBLIC,50.0,77.2589,25.14383333,0.269166667
1968,CHAD,34.0,80.70665,27.05925,0.367083333
1968,CHILE,5788.0,49.77845,9.876916667,0.374166667
1968,COLOMBIA,7255.0,76.6667,24.81483333,0.262833333
1968,COMOROS,5.0,77.7461,25.4145,0.265583333
1968,CONGO,123.0,75.9671,24.42616667,0.190833333
1968,COSTA RICA,283.0,77.84975,25.47208333,0.394333333
1968,CUBA,4373.0,77.42765,25.23758333,0.287166667
1968,CYPRUS,443.0,66.54755,19.19308333,0.297583333
1968,DENMARK,14542.0,-0.8965,-18.27583333,0.982333333
1968,DJIBOUTI,33.0,83.37845,28.54358333,0.702666667
1968,DOMINICA,6.0,79.0403,26.1335,0.382916667
1968,DOMINICAN REPUBLIC,641.0,78.3848,25.76933333,0.29775
1968,ECUADOR,850.0,71.4095,21.89416667,0.3
1968,EGYPT,6246.0,72.9299,22.73883333,0.2935
1968,EL SALVADOR,344.0,76.5827,24.76816667,0.352
1968,EQUATORIAL GUINEA,8.0,76.99535,24.99741667,0.222083333
1968,ETHIOPIA,471.0,72.7433,22.63516667,0.34725
1968,FIJI,108.0,77.13005,25.07225,0.2455
1968,FINLAND,9085.0,32.87735,0.487416667,0.2675
1968,FRENCH GUIANA,23.0,78.39365,25.77425,0.240583333
1968,FRENCH POLYNESIA,42.0,78.6566,25.92033333,0.3935
1968,GABON,535.0,75.66245,24.25691667,0.197666667
1968,GAMBIA,10.0,81.1799,27.32216667,0.351916667
1968,GHANA,481.0,80.11715,26.73175,0.2305
1968,GREECE,6087.0,59.2061,15.1145,0.264916667
1968,GREENLAND,148.0,-1.87405,-18.81891667,1.005833333
1968,GRENADA,11.0,80.14325,26.74625,0.311166667
1968,GUADELOUPE,76.0,79.36265,26.31258333,0.351166667
1968,GUATEMALA,584.0,73.4327,23.01816667,0.287416667
1968,GUINEA,204.0,78.0329,25.57383333,0.259083333
1968,GUINEA BISSAU,17.0,79.9778,26.65433333,0.355083333
1968,GUYANA,363.0,78.63365,25.90758333,0.27575
1968,HAITI,72.0,79.7585,26.5325,0.406166667
1968,HONDURAS,334.0,76.2539,24.5855,0.301416667
1968,HUNGARY,16677.0,50.39705,10.22058333,0.287333333
1968,ICELAND,435.0,33.6092,0.894,0.46475
1968,INDIA,51087.0,74.95655,23.86475,0.25625
1968,INDONESIA,7523.0,78.71195,25.95108333,0.1945
1968,IRAQ,5377.0,71.62805,22.01558333,0.3195
1968,IRELAND,4860.0,49.2599,9.588833333,0.251083333
1968,ISRAEL,3766.0,67.97015,19.98341667,0.243666667
1968,JAMAICA,1059.0,79.1501,26.1945,0.34275
1968,JAPAN,153413.0,53.94275,12.19041667,0.181083333
1968,JORDAN,411.0,67.4441,19.69116667,0.305916667
1968,KENYA,769.0,74.4434,23.57966667,0.336583333
1968,KIRIBATI,9.0,80.3414,26.85633333,0.541
1968,KUWAIT,6120.0,77.5937,25.32983333,0.480583333
1968,LEBANON,1009.0,64.54145,18.07858333,0.345916667
1968,LIBERIA,241.0,77.94485,25.52491667,0.235083333
1968,LUXEMBOURG,3346.0,48.34745,9.081916667,0.2675
1968,MADAGASCAR,249.0,72.4739,22.4855,0.296416667
1968,MALAWI,106.0,70.2326,21.24033333,0.306833333
1968,MALI,54.0,83.37185,28.53991667,0.332416667
1968,MALTA,174.0,65.64095,18.68941667,0.452416667
1968,MARTINIQUE,84.0,79.0403,26.1335,0.382916667
1968,MAURITANIA,64.0,81.644,27.58,0.321166667
1968,MAURITIUS,174.0,73.7558,23.19766667,0.336833333
1968,MEXICO,25631.0,68.56895,20.31608333,0.224916667
1968,MONGOLIA,677.0,30.2306,-0.983,0.330416667
1968,MONTSERRAT,2.0,79.44095,26.35608333,0.3495
1968,MOROCCO,1535.0,63.89285,17.71825,0.39725
1968,MOZAMBIQUE,758.0,74.1533,23.4185,0.229666667
1968,NEPAL,69.0,58.30715,14.61508333,0.482416667
1968,NETHERLANDS,30966.0,49.18985,9.549916667,0.213666667
1968,NEW CALEDONIA,502.0,72.3101,22.3945,0.3965
1968,NEW ZEALAND,3678.0,50.92025,10.51125,0.391416667
1968,NICARAGUA,336.0,78.40175,25.77875,0.434
1968,NIGER,44.0,81.50195,27.50108333,0.366333333
1968,NIGERIA,1809.0,80.2472,26.804,0.333666667
1968,NORWAY,5765.0,30.7619,-0.687833333,0.377916667
1968,OMAN,44.0,80.1107,26.72816667,0.75875
1968,PANAMA,551.0,79.358,26.31,0.290583333
1968,PAPUA NEW GUINEA,137.0,76.0721,24.4845,0.22425
1968,PARAGUAY,161.0,74.3132,23.50733333,0.39925
1968,PERU,3955.0,67.9148,19.95266667,0.222
1968,PHILIPPINES,6068.0,80.08475,26.71375,0.224333333
1968,POLAND,75286.0,46.26665,7.925916667,0.363833333
1968,PORTUGAL,3548.0,58.87025,14.92791667,0.235333333
1968,QATAR,1931.0,80.057,26.69833333,0.657666667
1968,REUNION,59.0,73.4747,23.0415,0.35075
1968,ROMANIA,27322.0,48.94985,9.416583333,0.25725
1968,RWANDA,15.0,66.3035,19.0575,0.475333333
1968,SAINT LUCIA,10.0,80.03615,26.68675,0.342833333
1968,SAMOA,8.0,79.2308,26.23933333,0.298833333
1968,SAUDI ARABIA,7937.0,77.7674,25.42633333,0.4995
1968,SENEGAL,-22.0,82.04495,27.80275,0.307083333
1968,SEYCHELLES,2.0,79.9796,26.65533333,0.5285
1968,SIERRA LEONE,105.0,79.0991,26.16616667,0.302083333
1968,SINGAPORE,1478.0,80.1422,26.74566667,0.353666667
1968,SOLOMON ISLANDS,10.0,79.7798,26.54433333,0.262083333
1968,SOMALIA,42.0,79.8938,26.60766667,0.596083333
1968,SOUTH AFRICA,37656.0,62.67845,17.04358333,0.25725
1968,SPAIN,26495.0,57.0899,13.93883333,0.21925
1968,SRI LANKA,884.0,80.8445,27.13583333,0.241166667
1968,SUDAN,847.0,80.3633,26.8685,0.283583333
1968,SURINAME,396.0,79.1543,26.19683333,0.22675
1968,SWAZILAND,76.0,65.7113,18.7285,0.262416667
1968,SWEDEN,21185.0,35.4428,1.912666667,0.30325
1968,SWITZERLAND,9825.0,44.71145,7.061916667,0.254416667
1968,TAIWAN,6593.0,71.105,21.725,0.215916667
1968,THAILAND,4663.0,79.44095,26.35608333,0.215416667
1968,TOGO,53.0,80.32715,26.84841667,0.233083333
1968,TONGA,4.0,74.14145,23.41191667,0.4235
1968,TRINIDAD AND TOBAGO,1102.0,78.95135,26.08408333,0.2815
1968,TUNISIA,981.0,68.4518,20.251,0.294916667
1968,TURKEY,9903.0,53.4743,11.93016667,0.212833333
1968,UGANDA,268.0,72.9635,22.7575,0.329333333
1968,UNITED ARAB EMIRATES,339.0,81.43955,27.46641667,0.707833333
1968,UNITED KINGDOM,165522.0,47.41865,8.565916667,0.248833333
1968,URUGUAY,1332.0,63.6974,17.60966667,0.305
1968,VENEZUELA,17899.0,77.15195,25.08441667,0.259583333
1968,ZAMBIA,1247.0,70.2452,21.24733333,0.31875
1968,ZIMBABWE,1741.0,70.4537,21.36316667,0.210166667
1969,AFGHANISTAN,257.0,56.84915,13.80508333,0.42525
1969,ALBANIA,885.0,55.04525,12.80291667,0.345333333
1969,ALGERIA,3075.0,74.22485,23.45825,0.402416667
1969,ANGOLA,760.0,71.9429,22.1905,0.317833333
1969,ARGENTINA,21088.0,59.4731,15.26283333,0.205666667
1969,AUSTRALIA,38794.0,71.32565,21.84758333,0.182666667
1969,AUSTRIA,12188.0,42.8006,6.000333333,0.29225
1969,BAHAMAS,476.0,77.38265,25.21258333,0.2885
1969,BAHRAIN,347.0,79.85465,26.58591667,0.64575
1969,BARBADOS,131.0,80.79335,27.10741667,0.303083333
1969,BELGIUM,33711.0,49.1909,9.5505,0.228166667
1969,BELIZE,37.0,78.1118,25.61766667,0.343666667
1969,BENIN,55.0,81.63335,27.57408333,0.262583333
1969,BRAZIL,22993.0,77.50895,25.28275,0.240083333
1969,BRITISH VIRGIN ISLANDS,5.0,80.19545,26.77525,0.269583333
1969,BULGARIA,18101.0,50.6561,10.3645,0.335916667
1969,BURKINA FASO,33.0,83.71865,28.73258333,0.223916667
1969,BURUNDI,20.0,68.65415,20.36341667,0.54775
1969,CAMBODIA,367.0,81.07775,27.26541667,0.229666667
1969,CANADA,83829.0,23.8958,-4.502333333,0.23675
1969,CAPE VERDE,10.0,76.93925,24.96625,0.553166667
1969,CAYMAN ISLANDS,12.0,80.53265,26.96258333,0.374916667
1969,CENTRAL AFRICAN REPUBLIC,51.0,77.8724,25.48466667,0.237
1969,CHAD,44.0,82.2164,27.898,0.375833333
