year,country,co2,avg_yly_tmp_f,avg_yly_tmp_c,avg_yly_tmp_uncertainty
1953,BELGIUM,22487.0,50.1842,10.10233333,0.23175
1953,BELIZE,8.0,78.20855,25.67141667,0.35975
1953,BRAZIL,6885.0,76.99205,24.99558333,0.263166667
1953,BULGARIA,2890.0,50.6012,10.334,0.4525
1953,CANADA,43838.0,24.8762,-3.957666667,0.26375
1953,CAPE VERDE,5.0,75.788,24.32666667,0.364
1953,CHILE,2840.0,49.481,9.711666667,0.353916667
1953,COLOMBIA,2938.0,77.20385,25.11325,0.221166667
1953,COSTA RICA,118.0,78.65705,25.92058333,0.421166667
1953,CUBA,1690.0,78.5036,25.83533333,0.171666667
1953,CYPRUS,100.0,64.83845,18.24358333,0.349666667
1953,DENMARK,6320.0,-0.10075,-17.83375,0.88375
1953,DJIBOUTI,8.0,83.7923,28.7735,0.801083333
1953,DOMINICA,1.0,79.71605,26.50891667,0.379416667
1953,DOMINICAN REPUBLIC,169.0,78.7376,25.96533333,0.261
1953,ECUADOR,224.0,71.9042,22.169,0.542916667
1953,EGYPT,2943.0,72.8123,22.6735,0.2665
1953,EL SALVADOR,114.0,77.98295,25.54608333,0.46325
1953,EQUATORIAL GUINEA,3.0,77.10335,25.05741667,0.227916667
1953,ETHIOPIA,50.0,73.76135,23.20075,0.503166667
1953,FIJI,46.0,77.4428,25.246,0.26975
1953,FINLAND,2066.0,36.9218,2.734333333,0.23825
1953,FRENCH GUIANA,3.0,78.93125,26.07291667,0.311583333
1953,GAMBIA,3.0,81.38885,27.43825,0.230666667
1953,GHANA,278.0,80.15855,26.75475,0.202083333
1953,GREECE,1334.0,58.1552,14.53066667,0.281416667
1953,GREENLAND,33.0,-1.09255,-18.38475,0.905666667
1953,GRENADA,3.0,80.7536,27.08533333,0.299166667
1953,GUADELOUPE,18.0,80.1491,26.7495,0.301333333
1953,GUATEMALA,186.0,74.90315,23.83508333,0.356916667
1953,GUINEA BISSAU,2.0,80.38835,26.88241667,0.21675
1953,GUYANA,123.0,79.42475,26.34708333,0.32825
1953,HAITI,43.0,80.0969,26.7205,0.211916667
1953,HONDURAS,91.0,77.49755,25.27641667,0.428
1953,HUNGARY,8671.0,50.14685,10.08158333,0.332416667
1953,ICELAND,250.0,36.3404,2.411333333,0.332916667
1953,INDIA,20436.0,76.21085,24.56158333,0.2125
1953,INDONESIA,3570.0,78.85205,26.02891667,0.260916667
1953,IRAQ,690.0,70.5728,21.42933333,0.372416667
1953,IRELAND,2603.0,50.03525,10.01958333,0.18325
1953,ISRAEL,1103.0,67.01255,19.45141667,0.314166667
1953,JAMAICA,168.0,79.73,26.51666667,0.295416667
1953,JAPAN,39794.0,53.5364,11.96466667,0.154
1953,JORDAN,58.0,66.48905,19.16058333,0.364583333
1953,KENYA,413.0,75.8588,24.366,0.304833333
1953,KUWAIT,-14.0,76.81355,24.89641667,0.53
1953,LEBANON,341.0,62.92715,17.18175,0.274583333
1953,LIBERIA,16.0,78.0101,25.56116667,0.264416667
1953,LUXEMBOURG,2362.0,49.69145,9.828583333,0.23375
1953,MADAGASCAR,69.0,73.07,22.81666667,0.294833333
1953,MALTA,63.0,65.19935,18.44408333,0.409166667
1953,MARTINIQUE,25.0,79.71605,26.50891667,0.379416667
1953,MAURITIUS,51.0,74.7338,23.741,0.31375
1953,MEXICO,10020.0,69.9287,21.0715,0.178333333
1953,MONGOLIA,83.0,30.8354,-0.647,0.3615
1953,MOROCCO,1139.0,64.08005,17.82225,0.354083333
1953,MOZAMBIQUE,295.0,74.42555,23.56975,0.200916667
1953,NEPAL,10.0,59.9747,15.5415,0.446416667
1953,NETHERLANDS,15084.0,50.41655,10.23141667,0.193416667
1953,NEW CALEDONIA,109.0,73.2395,22.91083333,0.371333333
1953,NEW ZEALAND,2334.0,50.69465,10.38591667,0.28525
1953,NICARAGUA,78.0,79.4516,26.362,0.42625
1953,NIGERIA,665.0,80.08985,26.71658333,0.231833333
1953,NORWAY,2671.0,34.9319,1.628833333,0.342166667
1953,PANAMA,195.0,79.9496,26.63866667,0.239916667
1953,PAPUA NEW GUINEA,26.0,75.89705,24.38725,0.311333333
1953,PARAGUAY,33.0,74.90855,23.83808333,0.347416667
1953,PERU,1505.0,68.4698,20.261,0.364
1953,PHILIPPINES,1101.0,80.32835,26.84908333,0.167416667
1953,POLAND,37993.0,46.5701,8.0945,0.363
1953,PORTUGAL,1619.0,59.49425,15.27458333,0.346916667
1953,QATAR,100.0,80.65265,27.02925,0.539833333
1953,REUNION,6.0,74.10725,23.39291667,0.314416667
1953,ROMANIA,8361.0,47.87015,8.81675,0.293416667
1953,SAINT LUCIA,3.0,80.6378,27.021,0.301666667
1953,SAMOA,2.0,80.00705,26.67058333,0.3235
1953,SAUDI ARABIA,130.0,78.33095,25.73941667,0.711166667
1953,SIERRA LEONE,46.0,79.26035,26.25575,0.266916667
1953,SOLOMON ISLANDS,1.0,79.6433,26.4685,0.3695
1953,SOMALIA,13.0,80.7989,27.1105,0.523166667
1953,SOUTH AFRICA,19379.0,63.16235,17.31241667,0.323
1953,SPAIN,10629.0,57.00785,13.89325,0.175416667
1953,SRI LANKA,564.0,81.0506,27.25033333,0.260083333
1953,SUDAN,227.0,80.6624,27.03466667,0.268416667
1953,SURINAME,85.0,79.83725,26.57625,0.267833333
1953,SWAZILAND,1.0,65.597,18.665,0.384916667
1953,SWEDEN,8886.0,39.17405,3.985583333,0.25525
1953,SWITZERLAND,2822.0,45.59285,7.551583333,0.279916667
1953,TAIWAN,1767.0,72.39185,22.43991667,0.193166667
1953,THAILAND,449.0,79.53155,26.40641667,0.178
1953,TOGO,8.0,80.42465,26.90258333,0.208416667
1953,TONGA,2.0,74.0999,23.38883333,0.447
1953,TRINIDAD AND TOBAGO,801.0,79.52735,26.40408333,0.212916667
1953,TUNISIA,376.0,67.87175,19.92875,0.500833333
1953,TURKEY,3539.0,51.9584,11.088,0.2825
1953,UGANDA,57.0,73.83575,23.24208333,0.297833333
1953,UNITED KINGDOM,147404.0,48.57095,9.206083333,0.203583333
1953,URUGUAY,957.0,63.6431,17.5795,0.327583333
1953,VENEZUELA,13062.0,77.6864,25.38133333,0.259833333
1954,AFGHANISTAN,29.0,56.6444,13.69133333,0.4425
1954,ALBANIA,137.0,54.41015,12.45008333,0.413
1954,ALGERIA,1134.0,72.77435,22.65241667,0.3555
1954,ANGOLA,95.0,70.8206,21.567,0.293083333
1954,ARGENTINA,10032.0,58.08455,14.49141667,0.217083333
1954,AUSTRALIA,18517.0,70.8056,21.55866667,0.209666667
1954,AUSTRIA,6690.0,42.2681,5.7045,0.2995
1954,BAHAMAS,23.0,77.24405,25.13558333,0.28025
1954,BAHRAIN,285.0,79.4954,26.38633333,0.49825
1954,BARBADOS,31.0,79.7282,26.51566667,0.330083333
1954,BELGIUM,23404.0,48.69245,9.273583333,0.2445
1954,BELIZE,8.0,76.8719,24.92883333,0.37775
1954,BRAZIL,8102.0,76.9406,24.967,0.24375
1954,BULGARIA,3110.0,50.20145,10.11191667,0.610166667
1954,CANADA,44482.0,23.4929,-4.726166667,0.258416667
1954,CAPE VERDE,6.0,74.9411,23.85616667,0.342833333
1954,CHILE,3025.0,48.65045,9.25025,0.28875
1954,COLOMBIA,2627.0,76.5335,24.74083333,0.298416667
1954,COSTA RICA,111.0,78.16985,25.64991667,0.392666667
1954,CUBA,1624.0,77.76395,25.42441667,0.25725
1954,CYPRUS,121.0,66.4724,19.15133333,0.268166667
1954,DENMARK,6982.0,0.6767,-17.40183333,1.038166667
1954,DJIBOUTI,9.0,83.7026,28.72366667,0.751
1954,DOMINICA,1.0,78.93905,26.07725,0.363333333
1954,DOMINICAN REPUBLIC,171.0,78.0317,25.57316667,0.327833333
1954,ECUADOR,263.0,70.736,21.52,0.463666667
1954,EGYPT,3185.0,72.79565,22.66425,0.335583333
1954,EL SALVADOR,128.0,76.92635,24.95908333,0.513166667
1954,EQUATORIAL GUINEA,8.0,76.35395,24.64108333,0.318333333
1954,ETHIOPIA,74.0,73.40915,23.00508333,0.609583333
1954,FIJI,43.0,77.6303,25.35016667,0.30325
1954,FINLAND,2499.0,36.1112,2.284,0.270583333
1954,FRENCH GUIANA,4.0,78.41405,25.78558333,0.275333333
1954,GAMBIA,4.0,81.2117,27.33983333,0.373166667
1954,GHANA,274.0,79.7039,26.50216667,0.201083333
1954,GREECE,1388.0,58.59575,14.77541667,0.354916667
1954,GREENLAND,28.0,-0.24865,-17.91591667,1.06225
1954,GRENADA,3.0,80.28005,26.82225,0.32225
1954,GUADELOUPE,20.0,79.4039,26.3355,0.327083333
1954,GUATEMALA,203.0,73.54085,23.07825,0.366333333
1954,GUINEA BISSAU,2.0,79.832,26.57333333,0.346083333
1954,GUYANA,129.0,78.74555,25.96975,0.310166667
1954,HAITI,59.0,79.4852,26.38066667,0.340083333
1954,HONDURAS,103.0,76.63115,24.79508333,0.560333333
1954,HUNGARY,9283.0,48.39875,9.110416667,0.325333333
1954,ICELAND,213.0,35.2073,1.781833333,0.35225
1954,INDIA,21490.0,75.5009,24.16716667,0.226833333
1954,INDONESIA,4025.0,78.4688,25.816,0.30475
1954,IRAQ,832.0,72.10895,22.28275,0.366583333
1954,IRELAND,2482.0,48.9884,9.438,0.241416667
1954,ISRAEL,1181.0,68.14955,20.08308333,0.33675
1954,JAMAICA,216.0,79.058,26.14333333,0.33
1954,JAPAN,38913.0,54.0032,12.224,0.211916667
1954,JORDAN,69.0,67.8101,19.8945,0.4135
1954,KENYA,464.0,75.39395,24.10775,0.333583333
1954,KUWAIT,383.0,77.8295,25.46083333,0.529416667
1954,LEBANON,357.0,64.667,18.14833333,0.335666667
1954,LIBERIA,28.0,77.3975,25.22083333,0.264916667
1954,LUXEMBOURG,2397.0,48.02435,8.902416667,0.254416667
1954,MADAGASCAR,79.0,73.25735,22.92075,0.29775
1954,MALTA,84.0,64.6265,18.12583333,0.38825
1954,MARTINIQUE,25.0,78.93905,26.07725,0.363333333
1954,MAURITIUS,51.0,74.8265,23.7925,0.317666667
1954,MEXICO,9901.0,69.9773,21.0985,0.221916667
1954,MONGOLIA,133.0,28.9907,-1.671833333,0.396583333
1954,MOROCCO,979.0,63.35345,17.41858333,0.423333333
1954,MOZAMBIQUE,312.0,74.73275,23.74041667,0.225833333
1954,NEPAL,11.0,59.3384,15.188,0.399583333
1954,NETHERLANDS,15938.0,48.80285,9.334916667,0.22525
1954,NEW CALEDONIA,142.0,73.1375,22.85416667,0.30025
1954,NEW ZEALAND,2475.0,51.39275,10.77375,0.316333333
1954,NICARAGUA,86.0,79.0313,26.1285,0.499
1954,NIGERIA,702.0,79.91,26.61666667,0.250333333
1954,NORWAY,2698.0,33.4829,0.823833333,0.329916667
1954,PANAMA,173.0,79.3634,26.313,0.249416667
1954,PAPUA NEW GUINEA,26.0,76.00115,24.44508333,0.413
1954,PARAGUAY,50.0,74.20295,23.44608333,0.3475
1954,PERU,1702.0,67.64075,19.80041667,0.374916667
1954,PHILIPPINES,1455.0,80.23985,26.79991667,0.195166667
1954,POLAND,40279.0,44.64395,7.024416667,0.370833333
1954,PORTUGAL,1581.0,58.27235,14.59575,0.327166667
1954,QATAR,166.0,81.00965,27.22758333,0.62525
1954,REUNION,10.0,74.4164,23.56466667,0.34575
1954,ROMANIA,9146.0,46.7588,8.199333333,0.3995
1954,SAINT LUCIA,2.0,80.0429,26.6905,0.302583333
1954,SAMOA,3.0,79.8116,26.562,0.3155
1954,SAUDI ARABIA,338.0,78.8207,26.0115,0.594833333
1954,SIERRA LEONE,34.0,78.4634,25.813,0.25625
1954,SOLOMON ISLANDS,1.0,80.10965,26.72758333,0.322833333
1954,SOMALIA,13.0,80.31845,26.84358333,0.456
1954,SOUTH AFRICA,20171.0,62.71985,17.06658333,0.3035
1954,SPAIN,10846.0,56.1734,13.42966667,0.266333333
1954,SRI LANKA,487.0,80.6687,27.03816667,0.26225
1954,SUDAN,223.0,80.80445,27.11358333,0.331416667
1954,SURINAME,92.0,79.17545,26.20858333,0.243583333
1954,SWAZILAND,1.0,65.68055,18.71141667,0.39925
1954,SWEDEN,9417.0,36.95675,2.75375,0.29225
1954,SWITZERLAND,3439.0,43.99325,6.662916667,0.292666667
1954,TAIWAN,1771.0,72.70625,22.61458333,0.22475
1954,THAILAND,560.0,79.49345,26.38525,0.223083333
1954,TOGO,9.0,79.8722,26.59566667,0.188333333
1954,TONGA,2.0,74.3639,23.5355,0.3825
1954,TRINIDAD AND TOBAGO,774.0,78.94445,26.08025,0.304333333
1954,TUNISIA,384.0,67.2605,19.58916667,0.446083333
1954,TURKEY,3667.0,53.6654,12.03633333,0.275916667
1954,UGANDA,60.0,73.3268,22.95933333,0.266083333
1954,UNITED KINGDOM,150849.0,47.22185,8.456583333,0.232916667
1954,URUGUAY,1020.0,63.0314,17.23966667,0.287666667
1954,VENEZUELA,13975.0,77.08805,25.04891667,0.343666667
1955,AFGHANISTAN,42.0,58.35665,14.64258333,0.400416667
1955,ALBANIA,181.0,55.66655,13.14808333,0.297
1955,ALGERIA,1258.0,75.2087,24.00483333,0.34225
1955,ANGOLA,113.0,70.84085,21.57825,0.320083333
1955,ARGENTINA,10799.0,57.5441,14.19116667,0.216833333
1955,AUSTRALIA,19291.0,70.81355,21.56308333,0.22125
1955,AUSTRIA,7936.0,42.5651,5.8695,0.2705
1955,BAHAMAS,35.0,76.8887,24.93816667,0.276833333
1955,BAHRAIN,383.0,78.9173,26.06516667,0.42
1955,BARBADOS,35.0,79.84595,26.58108333,0.355916667
1955,BELGIUM,25119.0,48.5801,9.211166667,0.257
1955,BELIZE,8.0,77.16815,25.09341667,0.415583333
1955,BRAZIL,9289.0,76.5779,24.7655,0.259333333
1955,BULGARIA,3301.0,51.58205,10.87891667,0.318916667
1955,CAMBODIA,28.0,80.009,26.67166667,0.279583333
1955,CANADA,46258.0,23.099,-4.945,0.262166667
1955,CAPE VERDE,6.0,76.1006,24.50033333,0.354833333
1955,CHILE,3166.0,48.2504,9.028,0.317833333
1955,COLOMBIA,3261.0,76.18055,24.54475,0.271916667
1955,COSTA RICA,95.0,77.94605,25.52558333,0.441833333
1955,CUBA,1850.0,77.60945,25.33858333,0.227416667
1955,CYPRUS,123.0,67.51955,19.73308333,0.369416667
1955,DENMARK,7388.0,-0.07315,-17.81841667,0.893166667
1955,DJIBOUTI,10.0,83.5034,28.613,0.929333333
1955,DOMINICA,1.0,79.4096,26.33866667,0.45175
1955,DOMINICAN REPUBLIC,250.0,77.5505,25.30583333,0.322333333
1955,ECUADOR,327.0,70.5497,21.4165,0.328666667
1955,EGYPT,2906.0,74.1236,23.402,0.33675
1955,EL SALVADOR,126.0,76.8497,24.9165,0.517416667
1955,EQUATORIAL GUINEA,10.0,76.7747,24.87483333,0.279583333
1955,ETHIOPIA,62.0,73.4528,23.02933333,0.604083333
1955,FIJI,47.0,77.486,25.27,0.293166667
1955,FINLAND,2983.0,31.7042,-0.164333333,0.259916667
1955,FRENCH GUIANA,4.0,78.48515,25.82508333,0.250333333
1955,FRENCH POLYNESIA,12.0,78.75935,25.97741667,0.457166667
1955,GAMBIA,4.0,81.63605,27.57558333,0.293166667
1955,GHANA,324.0,79.6127,26.4515,0.202916667
1955,GREECE,1626.0,59.7965,15.4425,0.278333333
1955,GREENLAND,57.0,-1.0129,-18.3405,0.914333333
1955,GRENADA,3.0,80.36765,26.87091667,0.312416667
1955,GUADELOUPE,22.0,79.73045,26.51691667,0.339833333
1955,GUATEMALA,250.0,73.73975,23.18875,0.293333333
1955,GUINEA BISSAU,3.0,80.2457,26.80316667,0.317416667
1955,GUYANA,141.0,78.7772,25.98733333,0.309916667
1955,HAITI,73.0,78.81725,26.00958333,0.285916667
1955,HONDURAS,119.0,76.7456,24.85866667,0.4255
1955,HUNGARY,9746.0,49.21205,9.56225,0.294416667
1955,ICELAND,249.0,34.59965,1.44425,0.353666667
1955,INDIA,23319.0,75.1139,23.95216667,0.238166667
1955,INDONESIA,5689.0,78.1892,25.66066667,0.320416667
1955,IRAQ,1119.0,72.50135,22.50075,0.401083333
1955,IRELAND,3198.0,49.33325,9.629583333,0.277833333
1955,ISRAEL,1315.0,69.01565,20.56425,0.338666667
1955,JAMAICA,269.0,78.87665,26.04258333,0.2555
1955,JAPAN,38733.0,54.9122,12.729,0.193583333
1955,JORDAN,104.0,68.58965,20.32758333,0.406333333
1955,KENYA,542.0,75.4319,24.12883333,0.268416667
1955,KUWAIT,504.0,77.7962,25.44233333,0.775416667
1955,LEBANON,443.0,65.67665,18.70925,0.33375
1955,LIBERIA,16.0,77.5421,25.30116667,0.239083333
1955,LUXEMBOURG,2698.0,48.01085,8.894916667,0.23325
1955,MADAGASCAR,83.0,72.8576,22.69866667,0.287
1955,MALTA,93.0,66.50585,19.16991667,0.427833333
1955,MARTINIQUE,31.0,79.4096,26.33866667,0.45175
1955,MAURITIUS,35.0,74.30945,23.50525,0.3335
1955,MEXICO,10827.0,69.14045,20.63358333,0.184083333
1955,MONGOLIA,161.0,30.8921,-0.6155,0.370583333
1955,MOROCCO,971.0,65.7707,18.7615,0.353333333
1955,MOZAMBIQUE,375.0,74.2511,23.47283333,0.188583333
1955,NEPAL,12.0,58.7093,14.8385,0.430333333
1955,NETHERLANDS,16646.0,48.5924,9.218,0.209416667
1955,NEW CALEDONIA,191.0,73.4006,23.00033333,0.346583333
1955,NEW ZEALAND,2564.0,51.74645,10.97025,0.330166667
1955,NICARAGUA,107.0,78.8615,26.03416667,0.466916667
1955,NIGERIA,736.0,79.62275,26.45708333,0.229916667
1955,NORWAY,3116.0,31.1594,-0.467,0.313166667
1955,PANAMA,194.0,79.0589,26.14383333,0.29925
1955,PAPUA NEW GUINEA,35.0,75.9851,24.43616667,0.379416667
1955,PARAGUAY,52.0,73.84235,23.24575,0.29025
1955,PERU,1672.0,67.45445,19.69691667,0.338083333
1955,PHILIPPINES,1806.0,79.8101,26.56116667,0.206333333
1955,POLAND,42090.0,45.3161,7.397833333,0.471416667
1955,PORTUGAL,1764.0,60.30605,15.72558333,0.334333333
1955,QATAR,114.0,80.40095,26.88941667,0.493916667
1955,REUNION,11.0,73.7738,23.20766667,0.406333333
1955,ROMANIA,10041.0,47.96435,8.869083333,0.293916667
1955,SAINT LUCIA,3.0,80.22365,26.79091667,0.312666667
1955,SAMOA,3.0,79.49375,26.38541667,0.370916667
1955,SAUDI ARABIA,577.0,78.1646,25.647,0.567416667
1955,SIERRA LEONE,50.0,78.60425,25.89125,0.270583333
1955,SOLOMON ISLANDS,3.0,79.7591,26.53283333,0.40075
1955,SOMALIA,18.0,80.0258,26.681,0.506166667
1955,SOUTH AFRICA,22638.0,61.8833,16.60183333,0.304416667
1955,SPAIN,10996.0,58.1675,14.5375,0.225
1955,SRI LANKA,454.0,80.39915,26.88841667,0.286083333
1955,SUDAN,253.0,80.7548,27.086,0.344416667
1955,SURINAME,85.0,79.2896,26.272,0.2175
1955,SWAZILAND,1.0,64.9349,18.29716667,0.364333333
1955,SWEDEN,10673.0,34.85075,1.58375,0.290333333
1955,SWITZERLAND,3718.0,44.5322,6.962333333,0.277083333
1955,TAIWAN,1965.0,71.6321,22.01783333,0.22325
1955,THAILAND,648.0,78.5627,25.86816667,0.247666667
1955,TOGO,11.0,79.80125,26.55625,0.216
1955,TONGA,2.0,74.58245,23.65691667,0.39625
1955,TRINIDAD AND TOBAGO,743.0,79.1921,26.21783333,0.276416667
1955,TUNISIA,436.0,69.77495,20.98608333,0.45625
1955,TURKEY,3718.0,55.343,12.96833333,0.226666667
1955,UGANDA,72.0,73.15505,22.86391667,0.316333333
1955,UNITED KINGDOM,157381.0,47.42525,8.569583333,0.24625
1955,URUGUAY,1070.0,62.0744,16.708,0.328333333
1955,VENEZUELA,16309.0,76.85585,24.91991667,0.383166667
1956,AFGHANISTAN,50.0,57.54395,14.19108333,0.431166667
1956,ALBANIA,229.0,53.9102,12.17233333,0.376083333
1956,ALGERIA,1364.0,72.7004,22.61133333,0.366833333
1956,ANGOLA,137.0,70.73945,21.52191667,0.30175
1956,ARGENTINA,12092.0,57.23855,14.02141667,0.240333333
1956,AUSTRALIA,19934.0,69.8108,21.006,0.219333333
1956,AUSTRIA,7700.0,41.351,5.195,0.31425
1956,BAHAMAS,38.0,76.9019,24.9455,0.23125
1956,BAHRAIN,288.0,78.251,25.695,0.543916667
1956,BARBADOS,35.0,79.6589,26.47716667,0.368666667
1956,BELGIUM,26419.0,47.33315,8.518416667,0.324
1956,BELIZE,8.0,76.7456,24.85866667,0.397666667
1956,BRAZIL,9995.0,76.0634,24.47966667,0.287916667
1956,BULGARIA,3540.0,49.49525,9.719583333,0.363
1956,CAMBODIA,36.0,79.7435,26.52416667,0.253166667
1956,CANADA,51807.0,21.88805,-5.61775,0.268583333
1956,CAPE VERDE,8.0,75.11975,23.95541667,0.390833333
1956,CAYMAN ISLANDS,1.0,79.9586,26.64366667,0.323083333
1956,CHILE,3230.0,48.5132,9.174,0.447666667
1956,COLOMBIA,3440.0,76.01435,24.45241667,0.29275
1956,COSTA RICA,132.0,77.9201,25.51116667,0.368333333
1956,CUBA,1595.0,77.58395,25.32441667,0.248333333
1956,CYPRUS,184.0,65.9417,18.8565,0.387
1956,DENMARK,7199.0,-0.31135,-17.95075,0.96825
1956,DJIBOUTI,8.0,83.0177,28.34316667,0.943
1956,DOMINICA,1.0,78.98135,26.10075,0.386833333
1956,DOMINICAN REPUBLIC,269.0,77.81765,25.45425,0.41075
1956,ECUADOR,354.0,70.59575,21.44208333,0.470333333
1956,EGYPT,2715.0,73.36355,22.97975,0.406833333
1956,EL SALVADOR,144.0,76.7819,24.87883333,0.44025
1956,EQUATORIAL GUINEA,10.0,76.43945,24.68858333,0.238666667
1956,ETHIOPIA,66.0,72.7898,22.661,0.481666667
1956,FIJI,53.0,77.2742,25.15233333,0.326416667
1956,FINLAND,3322.0,31.97135,-0.015916667,0.23625
1956,FRENCH GUIANA,4.0,78.2939,25.71883333,0.29975
1956,FRENCH POLYNESIA,12.0,78.4253,25.79183333,0.435333333
1956,GAMBIA,5.0,81.05375,27.25208333,0.291166667
1956,GHANA,294.0,79.57985,26.43325,0.267416667
1956,GREECE,1717.0,57.96005,14.42225,0.310166667
1956,GREENLAND,39.0,-1.2334,-18.463,0.9915
1956,GRENADA,3.0,80.2109,26.78383333,0.308916667
1956,GUADELOUPE,25.0,79.3616,26.312,0.362916667
1956,GUATEMALA,267.0,73.4135,23.0075,0.358083333
1956,GUINEA BISSAU,3.0,79.8239,26.56883333,0.295083333
1956,GUYANA,150.0,78.5669,25.8705,0.292916667
1956,HAITI,72.0,79.10405,26.16891667,0.330416667
1956,HONDURAS,124.0,76.12235,24.51241667,0.355416667
1956,HUNGARY,9052.0,47.66345,8.701916667,0.330083333
1956,ICELAND,259.0,35.93765,2.187583333,0.37475
1956,INDIA,24142.0,75.0194,23.89966667,0.256166667
1956,INDONESIA,5953.0,78.21005,25.67225,0.252916667
1956,IRAQ,1746.0,70.66355,21.47975,0.388166667
1956,IRELAND,2982.0,48.9293,9.405166667,0.286833333
1956,ISRAEL,1309.0,67.601,19.77833333,0.347416667
1956,JAMAICA,344.0,78.8624,26.03466667,0.37125
1956,JAPAN,43856.0,53.63495,12.01941667,0.196666667
1956,JORDAN,123.0,66.9449,19.41383333,0.389333333
1956,KENYA,606.0,74.8103,23.7835,0.259583333
1956,KUWAIT,284.0,76.50665,24.72591667,0.6085
1956,LEBANON,515.0,63.8435,17.69083333,0.35475
1956,LIBERIA,13.0,77.30615,25.17008333,0.277416667
1956,LUXEMBOURG,2830.0,46.6556,8.142,0.28975
1956,MADAGASCAR,87.0,72.70235,22.61241667,0.318
1956,MALTA,81.0,64.78865,18.21591667,0.447083333
1956,MARTINIQUE,32.0,78.98135,26.10075,0.386833333
1956,MAURITIUS,60.0,74.06915,23.37175,0.347666667
1956,MEXICO,11502.0,69.30275,20.72375,0.23125
1956,MONGOLIA,188.0,28.87025,-1.73875,0.460166667
1956,MOROCCO,961.0,62.4806,16.93366667,0.417666667
1956,MOZAMBIQUE,424.0,74.0897,23.38316667,0.26525
1956,NEPAL,13.0,59.02745,15.01525,0.433666667
1956,NETHERLANDS,17763.0,47.3765,8.5425,0.2905
1956,NEW CALEDONIA,318.0,73.15445,22.86358333,0.3585
1956,NEW ZEALAND,2641.0,52.13255,11.18475,0.361
1956,NICARAGUA,103.0,78.5054,25.83633333,0.366916667
1956,NIGERIA,822.0,79.823,26.56833333,0.262583333
1956,NORWAY,3263.0,31.86845,-0.073083333,0.339666667
1956,PANAMA,173.0,78.8996,26.05533333,0.265916667
1956,PAPUA NEW GUINEA,35.0,76.1939,24.55216667,0.288166667
1956,PARAGUAY,54.0,72.3485,22.41583333,0.34
1956,PERU,1723.0,67.1201,19.51116667,0.341166667
1956,PHILIPPINES,1707.0,79.7672,26.53733333,0.205833333
1956,POLAND,45424.0,42.90005,6.055583333,0.511666667
1956,PORTUGAL,1956.0,56.93525,13.85291667,0.31425
1956,QATAR,138.0,79.8995,26.61083333,0.633333333
1956,REUNION,13.0,73.7429,23.1905,0.397416667
1956,ROMANIA,11132.0,45.93035,7.739083333,0.337916667
1956,SAINT LUCIA,3.0,79.9988,26.666,0.331833333
1956,SAMOA,3.0,79.2071,26.22616667,0.470083333
1956,SAUDI ARABIA,445.0,77.73455,25.40808333,0.633333333
1956,SIERRA LEONE,49.0,78.4457,25.80316667,0.299333333
1956,SOLOMON ISLANDS,3.0,80.22995,26.79441667,0.476666667
1956,SOMALIA,19.0,79.8224,26.568,0.55525
1956,SOUTH AFRICA,23819.0,62.76785,17.09325,0.301333333
1956,SPAIN,11559.0,54.8069,12.6705,0.201666667
1956,SRI LANKA,387.0,80.36435,26.86908333,0.35525
1956,SUDAN,245.0,80.50265,26.94591667,0.32675
1956,SURINAME,93.0,79.03595,26.13108333,0.282833333
1956,SWAZILAND,1.0,65.83055,18.79475,0.341083333
1956,SWEDEN,11841.0,34.4729,1.373833333,0.274333333
1956,SWITZERLAND,4658.0,42.74345,5.968583333,0.303
1956,TAIWAN,2098.0,71.8859,22.15883333,0.242166667
1956,THAILAND,715.0,78.6824,25.93466667,0.233916667
1956,TOGO,11.0,79.87265,26.59591667,0.244083333
1956,TONGA,2.0,74.35445,23.53025,0.446916667
1956,TRINIDAD AND TOBAGO,786.0,79.0379,26.13216667,0.27125
1956,TUNISIA,426.0,67.05395,19.47441667,0.411
1956,TURKEY,3920.0,52.04405,11.13558333,0.340083333
1956,UGANDA,72.0,72.7145,22.61916667,0.2615
1956,UNITED KINGDOM,156662.0,46.87895,8.266083333,0.25825
1956,URUGUAY,1098.0,61.50755,16.39308333,0.322666667
1956,VENEZUELA,17744.0,76.736,24.85333333,0.285583333
1957,AFGHANISTAN,80.0,54.9989,12.77716667,0.502333333
1957,ALBANIA,411.0,55.54115,13.07841667,0.50925
1957,ALGERIA,1512.0,72.71645,22.62025,0.449416667
1957,ANGOLA,169.0,71.5847,21.9915,0.5175
1957,ARGENTINA,12996.0,58.38125,14.65625,0.343666667
1957,AUSTRALIA,20340.0,71.4248,21.90266667,0.368833333
1957,AUSTRIA,7966.0,44.051,6.695,0.437166667
1957,BAHAMAS,48.0,77.9075,25.50416667,0.39975
1957,BAHRAIN,206.0,78.27365,25.70758333,0.483166667
1957,BARBADOS,37.0,79.75415,26.53008333,0.4745
1957,BELGIUM,26339.0,50.20655,10.11475,0.385583333
1957,BELIZE,8.0,77.69015,25.38341667,0.625666667
1957,BRAZIL,9822.0,76.64345,24.80191667,0.402833333
1957,BULGARIA,3928.0,51.6647,10.92483333,0.535916667
1957,CAMBODIA,44.0,80.54705,26.97058333,0.38275
1957,CANADA,49900.0,22.98575,-5.007916667,0.390583333
